"성별","행정구역별","연령·교육정도·혼인상태별",2021,2021,2021,2021,2021,2021,2021,2021
"성별","행정구역별","연령·교육정도·혼인상태별",19세이상인구,소득있음,매우 만족,약간 만족,보통,약간 불만족,매우 불만족,소득없음
"전체","전국","전체",100.0,83.9,3.0,20.4,34.3,27.7,14.5,16.1
"전체","전국","19~29세",100.0,64.8,2.9,20.5,33.6,27.3,15.8,35.2
"전체","전국","30~39세",100.0,83.0,2.9,24.2,31.3,26.2,15.4,17.0
"전체","전국","40~49세",100.0,85.8,3.4,24.7,32.2,25.7,13.9,14.2
"전체","전국","50~59세",100.0,87.9,3.8,22.4,32.6,26.8,14.4,12.1
"전체","전국","60세 이상",100.0,91.4,2.5,14.7,38.4,30.5,14.0,8.6
"전체","전국","초졸이하",100.0,85.8,1.5,10.8,35.5,34.6,17.6,14.2
"전체","전국","중졸",100.0,89.0,1.7,13.2,35.3,33.0,16.8,11.0
"전체","전국","고졸",100.0,80.4,2.5,18.2,35.7,28.2,15.3,19.6
"전체","전국","대졸이상",100.0,85.6,4.1,26.3,32.6,24.4,12.6,14.4
"전체","전국","미혼",100.0,73.2,2.4,20.0,32.3,28.4,16.9,26.8
"전체","전국","기혼",100.0,87.4,3.2,20.6,34.8,27.5,13.9,12.6
"전체","서울특별시","전체",100.0,85.8,3.3,19.1,33.1,29.0,15.5,14.2
"전체","서울특별시","19~29세",100.0,69.4,1.3,17.0,34.6,30.3,16.8,30.6
"전체","서울특별시","30~39세",100.0,89.3,3.8,24.8,28.3,27.1,16.0,10.7
"전체","서울특별시","40~49세",100.0,88.2,4.7,21.8,31.8,29.1,12.6,11.8
"전체","서울특별시","50~59세",100.0,88.4,3.8,20.0,32.3,27.4,16.6,11.6
"전체","서울특별시","60세 이상",100.0,91.3,2.9,14.1,36.8,30.7,15.5,8.7
"전체","서울특별시","초졸이하",100.0,83.5,1.3,8.5,29.2,40.5,20.5,16.5
"전체","서울특별시","중졸",100.0,91.0,0.6,7.2,37.7,34.6,20.0,9.0
"전체","서울특별시","고졸",100.0,80.1,3.0,14.6,36.4,28.2,17.7,19.9
"전체","서울특별시","대졸이상",100.0,89.4,4.2,25.1,30.9,27.1,12.7,10.6
"전체","서울특별시","미혼",100.0,78.3,2.2,19.2,30.4,31.1,17.1,21.7
"전체","서울특별시","기혼",100.0,89.1,3.8,19.0,34.2,28.2,14.8,10.9
"전체","부산광역시","전체",100.0,85.0,1.8,17.9,37.9,25.7,16.7,15.0
"전체","부산광역시","19~29세",100.0,61.1,3.2,20.1,41.1,23.2,12.5,38.9
"전체","부산광역시","30~39세",100.0,84.5,2.4,22.8,36.6,19.0,19.2,15.5
"전체","부산광역시","40~49세",100.0,85.6,2.1,26.9,33.3,22.4,15.2,14.4
"전체","부산광역시","50~59세",100.0,91.0,1.1,19.7,32.9,30.6,15.6,9.0
"전체","부산광역시","60세 이상",100.0,92.9,1.5,9.9,42.4,27.9,18.3,7.1
"전체","부산광역시","초졸이하",100.0,87.7,1.2,6.7,33.2,34.7,24.3,12.3
"전체","부산광역시","중졸",100.0,90.5,1.0,8.6,40.8,33.3,16.3,9.5
"전체","부산광역시","고졸",100.0,82.0,1.0,16.3,38.9,25.8,17.9,18.0
"전체","부산광역시","대졸이상",100.0,85.3,3.0,24.7,37.5,21.1,13.7,14.7
"전체","부산광역시","미혼",100.0,71.2,2.1,19.5,37.2,24.0,17.1,28.8
"전체","부산광역시","기혼",100.0,90.0,1.8,17.4,38.1,26.2,16.6,10.0
"전체","대구광역시","전체",100.0,81.5,1.9,18.3,34.6,32.2,13.0,18.5
"전체","대구광역시","19~29세",100.0,59.3,3.3,19.4,37.6,28.3,11.3,40.7
"전체","대구광역시","30~39세",100.0,78.7,2.1,22.0,34.7,26.1,15.0,21.3
"전체","대구광역시","40~49세",100.0,84.3,2.1,25.7,29.5,27.1,15.6,15.7
"전체","대구광역시","50~59세",100.0,84.7,1.2,18.2,30.9,32.0,17.7,15.3
"전체","대구광역시","60세 이상",100.0,91.0,1.8,12.0,38.9,39.3,8.0,9.0
"전체","대구광역시","초졸이하",100.0,78.7,1.2,12.4,34.3,41.2,10.9,21.3
"전체","대구광역시","중졸",100.0,87.6,0.0,5.6,36.8,46.3,11.4,12.4
"전체","대구광역시","고졸",100.0,80.0,1.4,14.6,33.8,33.3,16.9,20.0
"전체","대구광역시","대졸이상",100.0,81.9,3.1,25.5,34.8,26.1,10.6,18.1
"전체","대구광역시","미혼",100.0,68.3,2.8,17.6,36.3,28.7,14.7,31.7
"전체","대구광역시","기혼",100.0,85.6,1.7,18.5,34.2,33.1,12.5,14.4
"전체","인천광역시","전체",100.0,80.8,3.0,19.8,33.0,29.0,15.3,19.2
"전체","인천광역시","19~29세",100.0,64.4,3.7,21.4,28.9,26.7,19.4,35.6
"전체","인천광역시","30~39세",100.0,79.6,0.5,19.0,38.0,27.4,15.1,20.4
"전체","인천광역시","40~49세",100.0,85.5,3.8,20.6,30.9,29.3,15.3,14.5
"전체","인천광역시","50~59세",100.0,83.3,4.6,24.5,27.6,30.3,13.0,16.7
"전체","인천광역시","60세 이상",100.0,86.4,2.3,15.3,37.5,29.8,15.2,13.6
"전체","인천광역시","초졸이하",100.0,78.0,0.7,11.1,36.9,33.8,17.5,22.0
"전체","인천광역시","중졸",100.0,85.5,1.6,16.2,22.8,37.3,22.2,14.5
"전체","인천광역시","고졸",100.0,79.6,2.8,18.1,33.6,30.0,15.5,20.4
"전체","인천광역시","대졸이상",100.0,81.7,4.0,24.1,33.7,25.1,13.1,18.3
"전체","인천광역시","미혼",100.0,73.0,2.2,20.6,30.6,27.7,18.9,27.0
"전체","인천광역시","기혼",100.0,83.5,3.2,19.5,33.7,29.4,14.2,16.5
"전체","광주광역시","전체",100.0,82.5,2.6,23.8,32.3,27.8,13.4,17.5
"전체","광주광역시","19~29세",100.0,66.7,2.2,28.3,26.1,30.3,13.1,33.3
"전체","광주광역시","30~39세",100.0,80.5,3.9,29.7,24.5,22.3,19.6,19.5
