LCLAS_NM,MLSFC_NM,SIGNGU_NM,AREA_POPLTN_STDIZ_FCLTY_SCORE
문화예술,문화예술서비스,경기도 김포시,14.97366
문화예술,문화예술서비스,경기도 화성시,11.62829
문화예술,문화예술서비스,경기도 광주시,24.13879
문화예술,문화예술서비스,경기도 양주시,31.76426
문화예술,문화예술서비스,경기도 포천시,28.67029
문화예술,문화예술서비스,경기도 여주시,30.94161
문화예술,문화예술서비스,경기도 연천군,8.7336
문화예술,문화예술서비스,경기도 가평군,26.28735
문화예술,문화예술서비스,경기도 양평군,54.13958
문화예술,문화예술서비스,강원도 춘천시,40.69631
문화예술,문화예술서비스,강원도 원주시,39.50724
문화예술,문화예술서비스,강원도 강릉시,44.99986
문화예술,문화예술서비스,강원도 동해시,27.4699
문화예술,문화예술서비스,강원도 태백시,36.84443
문화예술,문화예술서비스,강원도 속초시,36.31877
문화예술,문화예술서비스,강원도 삼척시,32.53085
문화예술,문화예술서비스,강원도 홍천군,22.31057
문화예술,문화예술서비스,강원도 횡성군,14.71695
문화예술,문화예술서비스,강원도 영월군,21.37865
문화예술,문화예술서비스,강원도 평창군,24.82983
문화예술,문화예술서비스,강원도 정선군,32.50085
문화예술,문화예술서비스,강원도 철원군,8.68639
문화예술,문화예술서비스,강원도 화천군,26.19005
문화예술,문화예술서비스,강원도 양구군,13.621
문화예술,문화예술서비스,강원도 인제군,11.88039
문화예술,문화예술서비스,강원도 고성군,2.41544
문화예술,문화예술서비스,강원도 양양군,60.53491
문화예술,문화예술서비스,충청북도 청주시,43.88711
문화예술,문화예술서비스,충청북도 충주시,42.05955
문화예술,문화예술서비스,충청북도 제천시,21.56419
문화예술,문화예술서비스,충청북도 보은군,43.13863
문화예술,문화예술서비스,충청북도 옥천군,22.46948
문화예술,문화예술서비스,충청북도 영동군,20.09752
문화예술,문화예술서비스,충청북도 증평군,36.1744
문화예술,문화예술서비스,충청북도 진천군,16.02299
문화예술,문화예술서비스,충청북도 괴산군,10.12302
문화예술,문화예술서비스,충청북도 음성군,26.64023
문화예술,문화예술서비스,충청북도 단양군,41.28586
문화예술,문화예술서비스,충청남도 천안시,48.43978
문화예술,문화예술서비스,충청남도 공주시,51.15931
문화예술,문화예술서비스,충청남도 보령시,26.27371
문화예술,문화예술서비스,충청남도 아산시,19.78295
문화예술,문화예술서비스,충청남도 서산시,25.41942
문화예술,문화예술서비스,충청남도 논산시,48.37772
문화예술,문화예술서비스,충청남도 계룡시,25.194
문화예술,문화예술서비스,충청남도 당진시,19.01561
문화예술,문화예술서비스,충청남도 금산군,30.82948
문화예술,문화예술서비스,충청남도 부여군,31.40434
문화예술,문화예술서비스,충청남도 서천군,20.09194
문화예술,문화예술서비스,충청남도 청양군,23.45885
문화예술,문화예술서비스,충청남도 홍성군,28.22039
문화예술,문화예술서비스,충청남도 예산군,24.9989
문화예술,문화예술서비스,충청남도 태안군,16.07988
문화예술,문화예술서비스,전라북도 전주시,64.0081
문화예술,문화예술서비스,전라북도 군산시,47.47468
문화예술,문화예술서비스,전라북도 익산시,57.71008
문화예술,문화예술서비스,전라북도 정읍시,40.63942
문화예술,문화예술서비스,전라북도 남원시,90.00403
문화예술,문화예술서비스,전라북도 김제시,36.94684
문화예술,문화예술서비스,전라북도 완주군,35.88862
문화예술,문화예술서비스,전라북도 진안군,38.09018
문화예술,문화예술서비스,전라북도 무주군,16.86418
문화예술,문화예술서비스,전라북도 장수군,38.99351
문화예술,문화예술서비스,전라북도 임실군,18.84612
문화예술,문화예술서비스,전라북도 순창군,30.81583
문화예술,문화예술서비스,전라북도 고창군,27.37407
문화예술,문화예술서비스,전라북도 부안군,28.6697
문화예술,문화예술서비스,전라남도 목포시,53.27728
문화예술,문화예술서비스,전라남도 여수시,39.77111
문화예술,문화예술서비스,전라남도 순천시,80.30155
문화예술,문화예술서비스,전라남도 나주시,19.80599
문화예술,문화예술서비스,전라남도 광양시,35.40093
문화예술,문화예술서비스,전라남도 담양군,55.12128
문화예술,문화예술서비스,전라남도 곡성군,34.41337
문화예술,문화예술서비스,전라남도 구례군,37.92136
문화예술,문화예술서비스,전라남도 고흥군,8.93516
문화예술,문화예술서비스,전라남도 보성군,20.93584
문화예술,문화예술서비스,전라남도 화순군,28.08721
문화예술,문화예술서비스,전라남도 장흥군,31.81412
문화예술,문화예술서비스,전라남도 강진군,27.78281
문화예술,문화예술서비스,전라남도 해남군,26.37335
문화예술,문화예술서비스,전라남도 영암군,23.21523
문화예술,문화예술서비스,전라남도 무안군,24.70464
문화예술,문화예술서비스,전라남도 함평군,5.47585
문화예술,문화예술서비스,전라남도 영광군,23.30917
문화예술,문화예술서비스,전라남도 장성군,15.99347
문화예술,문화예술서비스,전라남도 완도군,9.80956
문화예술,문화예술서비스,전라남도 진도군,20.43767
문화예술,문화예술서비스,전라남도 신안군,7.01933
문화예술,문화예술서비스,경상북도 포항시,36.11524
문화예술,문화예술서비스,경상북도 경주시,47.4013
문화예술,문화예술서비스,경상북도 김천시,21.73345
문화예술,문화예술서비스,경상북도 안동시,57.19661
문화예술,문화예술서비스,경상북도 구미시,34.21862
문화예술,문화예술서비스,경상북도 영주시,33.86759
문화예술,문화예술서비스,경상북도 영천시,21.98287
문화예술,문화예술서비스,경상북도 상주시,21.25703
문화예술,문화예술서비스,경상북도 문경시,46.08195
문화예술,문화예술서비스,경상북도 경산시,33.58794
문화예술,문화예술서비스,경상북도 군위군,21.61441
문화예술,문화예술서비스,경상북도 의성군,9.22359
문화예술,문화예술서비스,경상북도 청송군,7.35214
문화예술,문화예술서비스,경상북도 영양군,5.19962
문화예술,문화예술서비스,경상북도 영덕군,14.0537
문화예술,문화예술서비스,경상북도 청도군,34.8276
문화예술,문화예술서비스,경상북도 고령군,23.38717
문화예술,문화예술서비스,경상북도 성주군,3.53141
문화예술,문화예술서비스,경상북도 칠곡군,22.48196
문화예술,문화예술서비스,경상북도 예천군,21.72284
문화예술,문화예술서비스,경상북도 봉화군,5.62619
문화예술,문화예술서비스,경상북도 울진군,23.74113
문화예술,문화예술서비스,경상북도 울릉군,10.47042
문화예술,문화예술서비스,경상남도 창원시,35.71105
문화예술,문화예술서비스,경상남도 진주시,35.87907
문화예술,문화예술서비스,경상남도 통영시,42.5193
문화예술,문화예술서비스,경상남도 사천시,14.26926
문화예술,문화예술서비스,경상남도 김해시,20.67732
문화예술,문화예술서비스,경상남도 밀양시,22.60872
문화예술,문화예술서비스,경상남도 거제시,27.69151
문화예술,문화예술서비스,경상남도 양산시,18.31646
문화예술,문화예술서비스,경상남도 의령군,10.89795
문화예술,문화예술서비스,경상남도 함안군,5.48865
문화예술,문화예술서비스,경상남도 창녕군,15.12236
문화예술,문화예술서비스,경상남도 고성군,28.45765
문화예술,문화예술서비스,경상남도 남해군,40.05926
문화예술,문화예술서비스,경상남도 하동군,31.55235
문화예술,문화예술서비스,경상남도 산청군,23.87167
문화예술,문화예술서비스,경상남도 함양군,15.65585
문화예술,문화예술서비스,경상남도 거창군,23.5189
문화예술,문화예술서비스,경상남도 합천군,8.71408
문화예술,문화예술서비스,제주특별자치도 제주시,40.30891
문화예술,문화예술서비스,제주특별자치도 서귀포시,37.07401
체육,생활스포츠시설,서울특별시 종로구,17.51555
체육,생활스포츠시설,서울특별시 중구,18.50509
체육,생활스포츠시설,서울특별시 용산구,10.19299
체육,생활스포츠시설,서울특별시 성동구,3.52503
체육,생활스포츠시설,서울특별시 광진구,5.13737
체육,생활스포츠시설,서울특별시 동대문구,5.88475
체육,생활스포츠시설,서울특별시 중랑구,8.35473
체육,생활스포츠시설,서울특별시 성북구,7.47967
체육,생활스포츠시설,서울특별시 강북구,3.37306
체육,생활스포츠시설,서울특별시 도봉구,8.73922
체육,생활스포츠시설,서울특별시 노원구,6.39073
체육,생활스포츠시설,서울특별시 은평구,3.18331
체육,생활스포츠시설,서울특별시 서대문구,3.23347
체육,생활스포츠시설,서울특별시 마포구,2.71648
체육,생활스포츠시설,서울특별시 양천구,6.17846
체육,생활스포츠시설,서울특별시 강서구,3.91572
체육,생활스포츠시설,서울특별시 구로구,8.14345
체육,생활스포츠시설,서울특별시 금천구,3.23503
체육,생활스포츠시설,서울특별시 영등포구,5.93251
체육,생활스포츠시설,서울특별시 동작구,5.85581
체육,생활스포츠시설,서울특별시 관악구,6.10495
체육,생활스포츠시설,서울특별시 서초구,17.76135
체육,생활스포츠시설,서울특별시 강남구,4.68025
체육,생활스포츠시설,서울특별시 송파구,4.51061
체육,생활스포츠시설,서울특별시 강동구,1.07651
체육,생활스포츠시설,부산광역시 중구,6.23934
체육,생활스포츠시설,부산광역시 서구,7.06232
체육,생활스포츠시설,부산광역시 동구,0
체육,생활스포츠시설,부산광역시 영도구,4.57918
체육,생활스포츠시설,부산광역시 부산진구,0.69576
체육,생활스포츠시설,부산광역시 동래구,9.96964
체육,생활스포츠시설,부산광역시 남구,1.93212
체육,생활스포츠시설,부산광역시 북구,2.66409
체육,생활스포츠시설,부산광역시 해운대구,0.64023
체육,생활스포츠시설,부산광역시 사하구,2.46004
체육,생활스포츠시설,부산광역시 금정구,4.47686
체육,생활스포츠시설,부산광역시 강서구,3.45839
체육,생활스포츠시설,부산광역시 연제구,6.08327
체육,생활스포츠시설,부산광역시 수영구,0
체육,생활스포츠시설,부산광역시 사상구,2.43029
체육,생활스포츠시설,부산광역시 기장군,1.38641
체육,생활스포츠시설,대구광역시 중구,0
체육,생활스포츠시설,대구광역시 동구,0
체육,생활스포츠시설,대구광역시 서구,3.09876
체육,생활스포츠시설,대구광역시 남구,1.74982
체육,생활스포츠시설,대구광역시 북구,3.44803
체육,생활스포츠시설,대구광역시 수성구,3.61022
체육,생활스포츠시설,대구광역시 달서구,5.53381
체육,생활스포츠시설,대구광역시 달성군,3.76396
체육,생활스포츠시설,인천광역시 중구,3.23849
체육,생활스포츠시설,인천광역시 동구,4.19724
체육,생활스포츠시설,인천광역시 미추홀구,1.21986
체육,생활스포츠시설,인천광역시 연수구,0.64188
체육,생활스포츠시설,인천광역시 남동구,3.42453
체육,생활스포츠시설,인천광역시 부평구,0
체육,생활스포츠시설,인천광역시 계양구,6.85831
체육,생활스포츠시설,인천광역시 서구,1.26126
체육,생활스포츠시설,인천광역시 강화군,7.0952
체육,생활스포츠시설,인천광역시 옹진군,48.05376
체육,생활스포츠시설,광주광역시 동구,4.67634
체육,생활스포츠시설,광주광역시 서구,3.44652
체육,생활스포츠시설,광주광역시 남구,0
체육,생활스포츠시설,광주광역시 북구,4.08148
체육,생활스포츠시설,광주광역시 광산구,1.23614
체육,생활스포츠시설,대전광역시 동구,1.12688
체육,생활스포츠시설,대전광역시 중구,5.45188
체육,생활스포츠시설,대전광역시 서구,5.2646
체육,생활스포츠시설,대전광역시 유성구,4.1725
체육,생활스포츠시설,대전광역시 대덕구,7.16755
체육,생활스포츠시설,울산광역시 중구,2.37958
체육,생활스포츠시설,울산광역시 남구,3.1887
체육,생활스포츠시설,울산광역시 동구,4.8968
체육,생활스포츠시설,울산광역시 북구,9.05961
체육,생활스포츠시설,울산광역시 울주군,7.82545
체육,생활스포츠시설,세종특별자치시 세종특별자치시,3.22783
체육,생활스포츠시설,경기도 수원시,3.74268
체육,생활스포츠시설,경기도 성남시,9.66354
체육,생활스포츠시설,경기도 의정부시,3.73807
체육,생활스포츠시설,경기도 안양시,4.96867
체육,생활스포츠시설,경기도 부천시,5.01454
체육,생활스포츠시설,경기도 광명시,2.58
체육,생활스포츠시설,경기도 평택시,5.13647
체육,생활스포츠시설,경기도 동두천시,5.41002
체육,생활스포츠시설,경기도 안산시,8.87629
체육,생활스포츠시설,경기도 고양시,11.50139
체육,생활스포츠시설,경기도 과천시,15.84608
체육,생활스포츠시설,경기도 구리시,18.37225
체육,생활스포츠시설,경기도 남양주시,13.43362
체육,생활스포츠시설,경기도 오산시,10.77373
체육,생활스포츠시설,경기도 시흥시,28.9679
체육,생활스포츠시설,경기도 군포시,9.30206
체육,생활스포츠시설,경기도 의왕시,27.82029
체육,생활스포츠시설,경기도 하남시,12.91104
체육,생활스포츠시설,경기도 용인시,5.5287
체육,생활스포츠시설,경기도 파주시,0.49995
체육,생활스포츠시설,경기도 이천시,24.46077
체육,생활스포츠시설,경기도 안성시,15.73589
체육,생활스포츠시설,경기도 김포시,6.13628
체육,생활스포츠시설,경기도 화성시,7.34079
체육,생활스포츠시설,경기도 광주시,9.48878
체육,생활스포츠시설,경기도 양주시,18.31064
체육,생활스포츠시설,경기도 포천시,55.7044
체육,생활스포츠시설,경기도 여주시,26.26245
체육,생활스포츠시설,경기도 연천군,29.43667
체육,생활스포츠시설,경기도 가평군,35.85997
체육,생활스포츠시설,경기도 양평군,46.56164
체육,생활스포츠시설,강원도 춘천시,11.22998
체육,생활스포츠시설,강원도 원주시,8.23597
체육,생활스포츠시설,강원도 강릉시,14.05801
체육,생활스포츠시설,강원도 동해시,2.76914
체육,생활스포츠시설,강원도 태백시,18.84192
체육,생활스포츠시설,강원도 속초시,17.94312
체육,생활스포츠시설,강원도 삼척시,27.31749
체육,생활스포츠시설,강원도 홍천군,14.57158
체육,생활스포츠시설,강원도 횡성군,63.86135
체육,생활스포츠시설,강원도 영월군,91.89097
체육,생활스포츠시설,강원도 평창군,60.41304
체육,생활스포츠시설,강원도 정선군,49.62444
체육,생활스포츠시설,강원도 철원군,5.8603
체육,생활스포츠시설,강원도 화천군,52.94019
체육,생활스포츠시설,강원도 양구군,69.48502
체육,생활스포츠시설,강원도 인제군,61.51228
체육,생활스포츠시설,강원도 고성군,27.23836
체육,생활스포츠시설,강원도 양양군,79.97909
체육,생활스포츠시설,충청북도 청주시,4.08071
체육,생활스포츠시설,충청북도 충주시,9.51168
체육,생활스포츠시설,충청북도 제천시,17.01452
체육,생활스포츠시설,충청북도 보은군,70.85352
체육,생활스포츠시설,충청북도 옥천군,45.00601
체육,생활스포츠시설,충청북도 영동군,44.06674
체육,생활스포츠시설,충청북도 증평군,19.93718
체육,생활스포츠시설,충청북도 진천군,11.49816
체육,생활스포츠시설,충청북도 괴산군,46.77996
체육,생활스포츠시설,충청북도 음성군,18.82977
체육,생활스포츠시설,충청북도 단양군,89.1825
체육,생활스포츠시설,충청남도 천안시,8.66167
체육,생활스포츠시설,충청남도 공주시,45.87094
체육,생활스포츠시설,충청남도 보령시,12.74396
체육,생활스포츠시설,충청남도 아산시,15.54466
체육,생활스포츠시설,충청남도 서산시,15.44083
체육,생활스포츠시설,충청남도 논산시,10.99448
체육,생활스포츠시설,충청남도 계룡시,27.83958
체육,생활스포츠시설,충청남도 당진시,13.24611
체육,생활스포츠시설,충청남도 금산군,49.43565
체육,생활스포츠시설,충청남도 부여군,71.49792
체육,생활스포츠시설,충청남도 서천군,19.82492
체육,생활스포츠시설,충청남도 청양군,98.18267
체육,생활스포츠시설,충청남도 홍성군,15.15069
체육,생활스포츠시설,충청남도 예산군,28.80012
체육,생활스포츠시설,충청남도 태안군,36.33647
체육,생활스포츠시설,전라북도 전주시,3.4209
체육,생활스포츠시설,전라북도 군산시,3.77393
체육,생활스포츠시설,전라북도 익산시,9.95248
체육,생활스포츠시설,전라북도 정읍시,49.48843
체육,생활스포츠시설,전라북도 남원시,22.2383
체육,생활스포츠시설,전라북도 김제시,12.16048
체육,생활스포츠시설,전라북도 완주군,16.07624
체육,생활스포츠시설,전라북도 진안군,100
체육,생활스포츠시설,전라북도 무주군,10.54251
체육,생활스포츠시설,전라북도 장수군,69.63809
체육,생활스포츠시설,전라북도 임실군,84.07641
체육,생활스포츠시설,전라북도 순창군,100
체육,생활스포츠시설,전라북도 고창군,99.35981
체육,생활스포츠시설,전라북도 부안군,39.54694
체육,생활스포츠시설,전라남도 목포시,14.83933
체육,생활스포츠시설,전라남도 여수시,9.01254
체육,생활스포츠시설,전라남도 순천시,3.55364
체육,생활스포츠시설,전라남도 나주시,17.01127
체육,생활스포츠시설,전라남도 광양시,9.7642
체육,생활스포츠시설,전라남도 담양군,64.89336
체육,생활스포츠시설,전라남도 곡성군,27.45377
체육,생활스포츠시설,전라남도 구례군,100
체육,생활스포츠시설,전라남도 고흥군,28.01279
체육,생활스포츠시설,전라남도 보성군,19.31063
체육,생활스포츠시설,전라남도 화순군,19.96268
체육,생활스포츠시설,전라남도 장흥군,34.73114
체육,생활스포츠시설,전라남도 강진군,82.10397
체육,생활스포츠시설,전라남도 해남군,45.13978
체육,생활스포츠시설,전라남도 영암군,23.63136
체육,생활스포츠시설,전라남도 무안군,21.86412
체육,생활스포츠시설,전라남도 함평군,24.13264
체육,생활스포츠시설,전라남도 영광군,90.13981
체육,생활스포츠시설,전라남도 장성군,57.39421
체육,생활스포츠시설,전라남도 완도군,36.41892
체육,생활스포츠시설,전라남도 진도군,25.17705
체육,생활스포츠시설,전라남도 신안군,32.70551
체육,생활스포츠시설,경상북도 포항시,5.48467
체육,생활스포츠시설,경상북도 경주시,7.93673
체육,생활스포츠시설,경상북도 김천시,3.55478
체육,생활스포츠시설,경상북도 안동시,8.00831
체육,생활스포츠시설,경상북도 구미시,7.88814
체육,생활스포츠시설,경상북도 영주시,7.37376
체육,생활스포츠시설,경상북도 영천시,19.59742
체육,생활스포츠시설,경상북도 상주시,15.66918
체육,생활스포츠시설,경상북도 문경시,24.63205
체육,생활스포츠시설,경상북도 경산시,1.84991
체육,생활스포츠시설,경상북도 군위군,10.60981
체육,생활스포츠시설,경상북도 의성군,9.86861
체육,생활스포츠시설,경상북도 청송군,61.15655
체육,생활스포츠시설,경상북도 영양군,92.73488
체육,생활스포츠시설,경상북도 영덕군,35.73348
체육,생활스포츠시설,경상북도 청도군,23.80286
체육,생활스포츠시설,경상북도 고령군,0
체육,생활스포츠시설,경상북도 성주군,63.99388
체육,생활스포츠시설,경상북도 칠곡군,6.60431
체육,생활스포츠시설,경상북도 예천군,13.32435
체육,생활스포츠시설,경상북도 봉화군,32.86546
체육,생활스포츠시설,경상북도 울진군,26.32714
체육,생활스포츠시설,경상북도 울릉군,55.05403
체육,생활스포츠시설,경상남도 창원시,9.69696
체육,생활스포츠시설,경상남도 진주시,7.92352
체육,생활스포츠시설,경상남도 통영시,12.11107
체육,생활스포츠시설,경상남도 사천시,36.22716
체육,생활스포츠시설,경상남도 김해시,7.86682
체육,생활스포츠시설,경상남도 밀양시,12.02744
체육,생활스포츠시설,경상남도 거제시,10.46357
체육,생활스포츠시설,경상남도 양산시,6.29946
체육,생활스포츠시설,경상남도 의령군,100
체육,생활스포츠시설,경상남도 함안군,36.26493
체육,생활스포츠시설,경상남도 창녕군,33.93861
체육,생활스포츠시설,경상남도 고성군,58.90415
체육,생활스포츠시설,경상남도 남해군,59.55724
체육,생활스포츠시설,경상남도 하동군,58.31462
체육,생활스포츠시설,경상남도 산청군,72.77332
체육,생활스포츠시설,경상남도 함양군,59.1041
체육,생활스포츠시설,경상남도 거창군,12.3023
체육,생활스포츠시설,경상남도 합천군,41.13311
체육,생활스포츠시설,제주특별자치도 제주시,17.56658
체육,생활스포츠시설,제주특별자치도 서귀포시,33.50558
체육,전문스포츠시설,서울특별시 종로구,0
체육,전문스포츠시설,서울특별시 중구,0
체육,전문스포츠시설,서울특별시 용산구,6.23161
체육,전문스포츠시설,서울특별시 성동구,0
체육,전문스포츠시설,서울특별시 광진구,2.01908
체육,전문스포츠시설,서울특별시 동대문구,0
체육,전문스포츠시설,서울특별시 중랑구,1.76808
체육,전문스포츠시설,서울특별시 성북구,4.74867
체육,전문스포츠시설,서울특별시 강북구,4.63986
체육,전문스포츠시설,서울특별시 도봉구,6.55712
체육,전문스포츠시설,서울특별시 노원구,8.11465
체육,전문스포츠시설,서울특별시 은평구,1.45962
체육,전문스포츠시설,서울특별시 서대문구,0
체육,전문스포츠시설,서울특별시 마포구,7.4734
체육,전문스포츠시설,서울특별시 양천구,7.72625
체육,전문스포츠시설,서울특별시 강서구,4.78786
체육,전문스포츠시설,서울특별시 구로구,5.17009
체육,전문스포츠시설,서울특별시 금천구,0
체육,전문스포츠시설,서울특별시 영등포구,10.88075
체육,전문스포츠시설,서울특별시 동작구,0
체육,전문스포츠시설,서울특별시 관악구,2.79925
체육,전문스포츠시설,서울특별시 서초구,6.73984
체육,전문스포츠시설,서울특별시 강남구,1.2876
체육,전문스포츠시설,서울특별시 송파구,5.17054
체육,전문스포츠시설,서울특별시 강동구,1.48081
체육,전문스포츠시설,부산광역시 중구,17.16524
체육,전문스포츠시설,부산광역시 서구,0
체육,전문스포츠시설,부산광역시 동구,0
체육,전문스포츠시설,부산광역시 영도구,6.29897
체육,전문스포츠시설,부산광역시 부산진구,0
체육,전문스포츠시설,부산광역시 동래구,14.96061
체육,전문스포츠시설,부산광역시 남구,10.63103
체육,전문스포츠시설,부산광역시 북구,2.44308
체육,전문스포츠시설,부산광역시 해운대구,1.76137
체육,전문스포츠시설,부산광역시 사하구,0
체육,전문스포츠시설,부산광역시 금정구,3.07911
체육,전문스포츠시설,부산광역시 강서구,9.5145
체육,전문스포츠시설,부산광역시 연제구,6.69436
체육,전문스포츠시설,부산광역시 수영구,7.7946
체육,전문스포츠시설,부산광역시 사상구,3.34302
체육,전문스포츠시설,부산광역시 기장군,7.62842
체육,전문스포츠시설,대구광역시 중구,0
체육,전문스포츠시설,대구광역시 동구,4.01303
체육,전문스포츠시설,대구광역시 서구,0
체육,전문스포츠시설,대구광역시 남구,4.81399
체육,전문스포츠시설,대구광역시 북구,11.06699
체육,전문스포츠시설,대구광역시 수성구,8.27684
체육,전문스포츠시설,대구광역시 달서구,5.07475
체육,전문스포츠시설,대구광역시 달성군,0
체육,전문스포츠시설,인천광역시 중구,8.90952
체육,전문스포츠시설,인천광역시 동구,0
체육,전문스포츠시설,인천광역시 미추홀구,8.38996
체육,전문스포츠시설,인천광역시 연수구,15.89296
체육,전문스포츠시설,인천광역시 남동구,6.72952
체육,전문스포츠시설,인천광역시 부평구,5.57143
체육,전문스포츠시설,인천광역시 계양구,11.79258
체육,전문스포츠시설,인천광역시 서구,3.4699
체육,전문스포츠시설,인천광역시 강화군,9.75991
체육,전문스포츠시설,인천광역시 옹진군,0
체육,전문스포츠시설,광주광역시 동구,6.43261
체육,전문스포츠시설,광주광역시 서구,16.59319
체육,전문스포츠시설,광주광역시 남구,3.20781
체육,전문스포츠시설,광주광역시 북구,9.62458
체육,전문스포츠시설,광주광역시 광산구,10.20239
체육,전문스포츠시설,대전광역시 동구,0
체육,전문스포츠시설,대전광역시 중구,5.99954
체육,전문스포츠시설,대전광역시 서구,7.2418
체육,전문스포츠시설,대전광역시 유성구,17.21865
체육,전문스포츠시설,대전광역시 대덕구,0
체육,전문스포츠시설,울산광역시 중구,3.27327
체육,전문스포츠시설,울산광역시 남구,13.15881
체육,전문스포츠시설,울산광역시 동구,0
체육,전문스포츠시설,울산광역시 북구,12.46209
체육,전문스포츠시설,울산광역시 울주군,9.22665
체육,전문스포츠시설,세종특별자치시 세종특별자치시,7.10414
체육,전문스포츠시설,경기도 수원시,9.15254
체육,전문스포츠시설,경기도 성남시,11.07737
체육,전문스포츠시설,경기도 의정부시,7.34565
체육,전문스포츠시설,경기도 안양시,4.97071
체육,전문스포츠시설,경기도 부천시,5.17337
체육,전문스포츠시설,경기도 광명시,7.09793
체육,전문스포츠시설,경기도 평택시,10.59833
체육,전문스포츠시설,경기도 동두천시,14.88369
체육,전문스포츠시설,경기도 안산시,20.17292
체육,전문스포츠시설,경기도 고양시,8.22688
체육,전문스포츠시설,경기도 과천시,26.1568
체육,전문스포츠시설,경기도 구리시,7.22064
체육,전문스포츠시설,경기도 남양주시,10.16336
체육,전문스포츠시설,경기도 오산시,2.96399
체육,전문스포츠시설,경기도 시흥시,23.90836
체육,전문스포츠시설,경기도 군포시,7.67736
체육,전문스포츠시설,경기도 의왕시,17.00829
체육,전문스포츠시설,경기도 하남시,10.44706
체육,전문스포츠시설,경기도 용인시,4.4363
체육,전문스포츠시설,경기도 파주시,0
체육,전문스포츠시설,경기도 이천시,6.11771
체육,전문스포츠시설,경기도 안성시,21.64575
체육,전문스포츠시설,경기도 김포시,5.62724
체육,전문스포츠시설,경기도 화성시,16.45557
체육,전문스포츠시설,경기도 광주시,13.9226
체육,전문스포츠시설,경기도 양주시,16.79166
체육,전문스포츠시설,경기도 포천시,46.43944
체육,전문스포츠시설,경기도 여주시,72.25148
체육,전문스포츠시설,경기도 연천군,16.19683
체육,전문스포츠시설,경기도 가평군,65.77036
체육,전문스포츠시설,경기도 양평군,55.69445
체육,전문스포츠시설,강원도 춘천시,26.14205
체육,전문스포츠시설,강원도 원주시,16.99369
체육,전문스포츠시설,강원도 강릉시,22.56068
체육,전문스포츠시설,강원도 동해시,15.23654
체육,전문스포츠시설,강원도 태백시,34.55774
체육,전문스포츠시설,강원도 속초시,16.45464
체육,전문스포츠시설,강원도 삼척시,32.20887
체육,전문스포츠시설,강원도 홍천군,20.04417
체육,전문스포츠시설,강원도 횡성군,0
체육,전문스포츠시설,강원도 영월군,18.05744
체육,전문스포츠시설,강원도 평창군,99.72256
체육,전문스포츠시설,강원도 정선군,39.00669
체육,전문스포츠시설,강원도 철원군,0
체육,전문스포츠시설,강원도 화천군,29.12909
체육,전문스포츠시설,강원도 양구군,95.58125
체육,전문스포츠시설,강원도 인제군,0
체육,전문스포츠시설,강원도 고성군,24.97878
체육,전문스포츠시설,강원도 양양군,0
체육,전문스포츠시설,충청북도 청주시,8.82088
체육,전문스포츠시설,충청북도 충주시,13.08395
체육,전문스포츠시설,충청북도 제천시,10.40204
체육,전문스포츠시설,충청북도 보은군,21.6586
체육,전문스포츠시설,충청북도 옥천군,55.02999
체육,전문스포츠시설,충청북도 영동군,30.30836
체육,전문스포츠시설,충청북도 증평군,0
체육,전문스포츠시설,충청북도 진천군,7.90824
체육,전문스포츠시설,충청북도 괴산군,36.77081
체육,전문스포츠시설,충청북도 음성군,7.40046
체육,전문스포츠시설,충청북도 단양군,49.07057
체육,전문스포츠시설,충청남도 천안시,3.10818
체육,전문스포츠시설,충청남도 공주시,6.64195
체육,전문스포츠시설,충청남도 보령시,21.0362
체육,전문스포츠시설,충청남도 아산시,6.10934
체육,전문스포츠시설,충청남도 서산시,0
체육,전문스포츠시설,충청남도 논산시,0
체육,전문스포츠시설,충청남도 계룡시,0
체육,전문스포츠시설,충청남도 당진시,20.24544
체육,전문스포츠시설,충청남도 금산군,0
체육,전문스포츠시설,충청남도 부여군,0
체육,전문스포츠시설,충청남도 서천군,27.27049
체육,전문스포츠시설,충청남도 청양군,22.50946
체육,전문스포츠시설,충청남도 홍성군,13.89385
체육,전문스포츠시설,충청남도 예산군,8.80366
체육,전문스포츠시설,충청남도 태안군,0
체육,전문스포츠시설,전라북도 전주시,10.45705
체육,전문스포츠시설,전라북도 군산시,10.38258
체육,전문스포츠시설,전라북도 익산시,9.95658
체육,전문스포츠시설,전라북도 정읍시,19.44989
체육,전문스포츠시설,전라북도 남원시,17.48015
체육,전문스포츠시설,전라북도 김제시,16.72755
체육,전문스포츠시설,전라북도 완주군,7.37131
체육,전문스포츠시설,전라북도 진안군,0
체육,전문스포츠시설,전라북도 무주군,0
체육,전문스포츠시설,전라북도 장수군,63.8612
체육,전문스포츠시설,전라북도 임실군,25.70059
체육,전문스포츠시설,전라북도 순창군,100
체육,전문스포츠시설,전라북도 고창군,39.05028
체육,전문스포츠시설,전라북도 부안군,0
체육,전문스포츠시설,전라남도 목포시,6.28076
체육,전문스포츠시설,전라남도 여수시,19.83575
체육,전문스포츠시설,전라남도 순천시,4.88827
체육,전문스포츠시설,전라남도 나주시,11.70006
체육,전문스포츠시설,전라남도 광양시,17.9084
체육,전문스포츠시설,전라남도 담양군,59.51007
체육,전문스포츠시설,전라남도 곡성군,0
체육,전문스포츠시설,전라남도 구례군,27.63217
