LCLAS_NM,MLSFC_NM,SIGNGU_NM,AREA_ARBY_STDIZ_FCLTY_SCORE
문화예술,학교/교육기관,경상남도 진주시,4.07245
문화예술,학교/교육기관,경상남도 통영시,1.36034
문화예술,학교/교육기관,경상남도 사천시,2.19747
문화예술,학교/교육기관,경상남도 김해시,8.61725
문화예술,학교/교육기관,경상남도 밀양시,1.21486
문화예술,학교/교육기관,경상남도 거제시,5.0739
문화예술,학교/교육기관,경상남도 양산시,4.63461
문화예술,학교/교육기관,경상남도 의령군,1.05627
문화예술,학교/교육기관,경상남도 함안군,1.87347
문화예술,학교/교육기관,경상남도 창녕군,1.67382
문화예술,학교/교육기관,경상남도 고성군,1.14852
문화예술,학교/교육기관,경상남도 남해군,1.14155
문화예술,학교/교육기관,경상남도 하동군,1.27501
문화예술,학교/교육기관,경상남도 산청군,0.65238
문화예술,학교/교육기관,경상남도 함양군,0.64614
문화예술,학교/교육기관,경상남도 거창군,0.92499
문화예술,학교/교육기관,경상남도 합천군,0.71019
문화예술,학교/교육기관,제주특별자치도 제주시,3.44489
문화예술,학교/교육기관,제주특별자치도 서귀포시,1.89492
문화예술,문화예술서비스,서울특별시 종로구,100
문화예술,문화예술서비스,서울특별시 중구,100
문화예술,문화예술서비스,서울특별시 용산구,60.39592
문화예술,문화예술서비스,서울특별시 성동구,51.55397
문화예술,문화예술서비스,서울특별시 광진구,75.69663
문화예술,문화예술서비스,서울특별시 동대문구,79.73359
문화예술,문화예술서비스,서울특별시 중랑구,35.24769
문화예술,문화예술서비스,서울특별시 성북구,45.5666
문화예술,문화예술서비스,서울특별시 강북구,26.42961
문화예술,문화예술서비스,서울특별시 도봉구,34.74995
문화예술,문화예술서비스,서울특별시 노원구,31.95591
문화예술,문화예술서비스,서울특별시 은평구,30.02883
문화예술,문화예술서비스,서울특별시 서대문구,61.83598
문화예술,문화예술서비스,서울특별시 마포구,92.18111
문화예술,문화예술서비스,서울특별시 양천구,52.02954
문화예술,문화예술서비스,서울특별시 강서구,28.4215
문화예술,문화예술서비스,서울특별시 구로구,49.37001
문화예술,문화예술서비스,서울특별시 금천구,42.56167
문화예술,문화예술서비스,서울특별시 영등포구,51.89886
문화예술,문화예술서비스,서울특별시 동작구,59.79963
문화예술,문화예술서비스,서울특별시 관악구,39.86864
문화예술,문화예술서비스,서울특별시 서초구,57.23432
문화예술,문화예술서비스,서울특별시 강남구,78.39559
문화예술,문화예술서비스,서울특별시 송파구,43.20246
문화예술,문화예술서비스,서울특별시 강동구,38.16658
문화예술,문화예술서비스,부산광역시 중구,100
문화예술,문화예술서비스,부산광역시 서구,12.07857
문화예술,문화예술서비스,부산광역시 동구,40.42204
문화예술,문화예술서비스,부산광역시 영도구,3.52381
문화예술,문화예술서비스,부산광역시 부산진구,49.3078
문화예술,문화예술서비스,부산광역시 동래구,60.39185
문화예술,문화예술서비스,부산광역시 남구,21.03859
문화예술,문화예술서비스,부산광역시 북구,14.39335
문화예술,문화예술서비스,부산광역시 해운대구,28.62058
문화예술,문화예술서비스,부산광역시 사하구,8.28701
문화예술,문화예술서비스,부산광역시 금정구,16.11195
문화예술,문화예술서비스,부산광역시 강서구,0.91584
문화예술,문화예술서비스,부산광역시 연제구,71.63628
문화예술,문화예술서비스,부산광역시 수영구,65.54193
문화예술,문화예술서비스,부산광역시 사상구,18.47585
문화예술,문화예술서비스,부산광역시 기장군,2.03444
문화예술,문화예술서비스,대구광역시 중구,100
문화예술,문화예술서비스,대구광역시 동구,4.74029
문화예술,문화예술서비스,대구광역시 서구,18.84917
문화예술,문화예술서비스,대구광역시 남구,60.29362
문화예술,문화예술서비스,대구광역시 북구,11.62166
문화예술,문화예술서비스,대구광역시 수성구,24.2994
문화예술,문화예술서비스,대구광역시 달서구,26.41287
문화예술,문화예술서비스,대구광역시 달성군,0.8479
문화예술,문화예술서비스,인천광역시 중구,4.40765
문화예술,문화예술서비스,인천광역시 동구,43.00024
문화예술,문화예술서비스,인천광역시 미추홀구,47.45249
문화예술,문화예술서비스,인천광역시 연수구,13.74365
문화예술,문화예술서비스,인천광역시 남동구,25.84795
문화예술,문화예술서비스,인천광역시 부평구,52.8236
문화예술,문화예술서비스,인천광역시 계양구,19.6321
문화예술,문화예술서비스,인천광역시 서구,8.94948
문화예술,문화예술서비스,인천광역시 강화군,0.01717
문화예술,문화예술서비스,인천광역시 옹진군,0.06565
문화예술,문화예술서비스,광주광역시 동구,35.9938
문화예술,문화예술서비스,광주광역시 서구,33.89632
문화예술,문화예술서비스,광주광역시 남구,14.89059
문화예술,문화예술서비스,광주광역시 북구,20.06371
문화예술,문화예술서비스,광주광역시 광산구,6.48713
문화예술,문화예술서비스,대전광역시 동구,7.62339
문화예술,문화예술서비스,대전광역시 중구,29.92376
문화예술,문화예술서비스,대전광역시 서구,29.15222
문화예술,문화예술서비스,대전광역시 유성구,8.45228
문화예술,문화예술서비스,대전광역시 대덕구,13.9815
문화예술,문화예술서비스,울산광역시 중구,23.36445
문화예술,문화예술서비스,울산광역시 남구,19.70998
문화예술,문화예술서비스,울산광역시 동구,7.4081
문화예술,문화예술서비스,울산광역시 북구,3.30383
문화예술,문화예술서비스,울산광역시 울주군,0.72377
문화예술,문화예술서비스,세종특별자치시 세종특별자치시,2.27168
문화예술,문화예술서비스,경기도 수원시,5.79063
문화예술,문화예술서비스,경기도 성남시,12.72757
문화예술,문화예술서비스,경기도 의정부시,40.00419
문화예술,문화예술서비스,경기도 안양시,64.1795
문화예술,문화예술서비스,경기도 부천시,6.34452
문화예술,문화예술서비스,경기도 광명시,32.84115
문화예술,문화예술서비스,경기도 평택시,52.58575
문화예술,문화예술서비스,경기도 동두천시,1.2667
문화예술,문화예술서비스,경기도 안산시,5.21911
문화예술,문화예술서비스,경기도 고양시,50.1694
문화예술,문화예술서비스,경기도 과천시,6.36171
문화예술,문화예술서비스,경기도 구리시,6.29358
문화예술,문화예술서비스,경기도 남양주시,21.56201
문화예술,문화예술서비스,경기도 오산시,5.03178
문화예술,문화예술서비스,경기도 시흥시,5.39794
문화예술,문화예술서비스,경기도 군포시,1.67677
문화예술,문화예술서비스,경기도 의왕시,10.4288
문화예술,문화예술서비스,경기도 하남시,1.81429
문화예술,문화예술서비스,경기도 용인시,4.11339
문화예술,문화예술서비스,경기도 파주시,0.70729
문화예술,문화예술서비스,경기도 이천시,2.84344
문화예술,문화예술서비스,경기도 안성시,14.60246
문화예술,문화예술서비스,경기도 김포시,1.75573
문화예술,문화예술서비스,경기도 화성시,29.19028
문화예술,문화예술서비스,경기도 광주시,16.17456
문화예술,문화예술서비스,경기도 양주시,2.28985
문화예술,문화예술서비스,경기도 포천시,0.83891
문화예술,문화예술서비스,경기도 여주시,1.03203
문화예술,문화예술서비스,경기도 연천군,0.05133
문화예술,문화예술서비스,경기도 가평군,2.42559
문화예술,문화예술서비스,경기도 양평군,1.12215
문화예술,문화예술서비스,강원도 춘천시,1.40783
문화예술,문화예술서비스,강원도 원주시,2.22547
문화예술,문화예술서비스,강원도 강릉시,1.2175
문화예술,문화예술서비스,강원도 동해시,1.70317
문화예술,문화예술서비스,강원도 태백시,0.63796
문화예술,문화예술서비스,강원도 속초시,3.70153
문화예술,문화예술서비스,강원도 삼척시,0.22099
문화예술,문화예술서비스,강원도 홍천군,0.09967
문화예술,문화예술서비스,강원도 횡성군,0.08225
문화예술,문화예술서비스,강원도 영월군,0.08336
문화예술,문화예술서비스,강원도 평창군,0.07962
문화예술,문화예술서비스,강원도 정선군,0.11069
문화예술,문화예술서비스,강원도 철원군,0.04646
문화예술,문화예술서비스,강원도 화천군,0.07635
문화예술,문화예술서비스,강원도 양구군,0.04697
문화예술,문화예술서비스,강원도 인제군,0.01709
문화예술,문화예술서비스,강원도 고성군,0.00405
문화예술,문화예술서비스,강원도 양양군,0.34305
문화예술,문화예술서비스,충청북도 청주시,6.00666
문화예술,문화예술서비스,충청북도 충주시,1.5105
문화예술,문화예술서비스,충청북도 제천시,0.66317
문화예술,문화예술서비스,충청북도 보은군,0.20114
문화예술,문화예술서비스,충청북도 옥천군,0.27353
문화예술,문화예술서비스,충청북도 영동군,0.22913
문화예술,문화예술서비스,충청북도 증평군,0.19173
문화예술,문화예술서비스,충청북도 진천군,2.41313
문화예술,문화예술서비스,충청북도 괴산군,0.12196
문화예술,문화예술서비스,충청북도 음성군,0.34512
문화예술,문화예술서비스,충청북도 단양군,0.14145
문화예술,문화예술서비스,충청남도 천안시,6.77245
문화예술,문화예술서비스,충청남도 공주시,0.80446
문화예술,문화예술서비스,충청남도 보령시,0.57299
문화예술,문화예술서비스,충청남도 아산시,1.71128
문화예술,문화예술서비스,충청남도 서산시,0.76055
문화예술,문화예술서비스,충청남도 논산시,1.31404
문화예술,문화예술서비스,충청남도 계룡시,2.55689
문화예술,문화예술서비스,충청남도 당진시,0.6235
문화예술,문화예술서비스,충청남도 금산군,0.35235
문화예술,문화예술서비스,충청남도 부여군,0.41481
문화예술,문화예술서비스,충청남도 서천군,0.37006
문화예술,문화예술서비스,충청남도 청양군,0.18991
문화예술,문화예술서비스,충청남도 홍성군,0.84707
문화예술,문화예술서비스,충청남도 예산군,0.48035
문화예술,문화예술서비스,충청남도 태안군,0.13266
문화예술,문화예술서비스,전라북도 전주시,27.24005
문화예술,문화예술서비스,전라북도 군산시,3.68516
문화예술,문화예술서비스,전라북도 익산시,4.18641
문화예술,문화예술서비스,전라북도 정읍시,0.82332
문화예술,문화예술서비스,전라북도 남원시,1.22811
문화예술,문화예술서비스,전라북도 김제시,0.7385
문화예술,문화예술서비스,전라북도 완주군,0.53609
문화예술,문화예술서비스,전라북도 진안군,0.14461
문화예술,문화예술서비스,전라북도 무주군,0.07253
문화예술,문화예술서비스,전라북도 장수군,0.19555
문화예술,문화예술서비스,전라북도 임실군,0.10158
문화예술,문화예술서비스,전라북도 순창군,0.21185
문화예술,문화예술서비스,전라북도 고창군,0.30982
문화예술,문화예술서비스,전라북도 부안군,0.38543
문화예술,문화예술서비스,전라남도 목포시,13.87498
문화예술,문화예술서비스,전라남도 여수시,1.43699
문화예술,문화예술서비스,전라남도 순천시,3.18496
문화예술,문화예술서비스,전라남도 나주시,0.51952
문화예술,문화예술서비스,전라남도 광양시,1.46707
문화예술,문화예술서비스,전라남도 담양군,0.73194
문화예술,문화예술서비스,전라남도 곡성군,0.21572
문화예술,문화예술서비스,전라남도 구례군,0.27111
문화예술,문화예술서비스,전라남도 고흥군,0.05298
문화예술,문화예술서비스,전라남도 보성군,0.13536
문화예술,문화예술서비스,전라남도 화순군,0.28952
문화예술,문화예술서비스,전라남도 장흥군,0.22167
문화예술,문화예술서비스,전라남도 강진군,0.20959
문화예술,문화예술서비스,전라남도 해남군,0.21362
문화예술,문화예술서비스,전라남도 영암군,0.25283
문화예술,문화예술서비스,전라남도 무안군,0.6268
문화예술,문화예술서비스,전라남도 함평군,0.04926
문화예술,문화예술서비스,전라남도 영광군,0.28994
문화예술,문화예술서비스,전라남도 장성군,0.17434
문화예술,문화예술서비스,전라남도 완도군,0.04835
문화예술,문화예술서비스,전라남도 진도군,0.06829
문화예술,문화예술서비스,전라남도 신안군,0.02061
문화예술,문화예술서비스,경상북도 포항시,1.98911
문화예술,문화예술서비스,경상북도 경주시,1.19428
문화예술,문화예술서비스,경상북도 김천시,0.40494
문화예술,문화예술서비스,경상북도 안동시,0.76712
문화예술,문화예술서비스,경상북도 구미시,3.09838
문화예술,문화예술서비스,경상북도 영주시,0.68349
문화예술,문화예술서비스,경상북도 영천시,0.32232
문화예술,문화예술서비스,경상북도 상주시,0.209
문화예술,문화예술서비스,경상북도 문경시,0.46544
문화예술,문화예술서비스,경상북도 경산시,2.98428
문화예술,문화예술서비스,경상북도 군위군,0.09823
문화예술,문화예술서비스,경상북도 의성군,0.04298
문화예술,문화예술서비스,경상북도 청송군,0.01611
문화예술,문화예술서비스,경상북도 영양군,0
문화예술,문화예술서비스,경상북도 영덕군,0.07832
문화예술,문화예술서비스,경상북도 청도군,0.26812
문화예술,문화예술서비스,경상북도 고령군,0.24152
문화예술,문화예술서비스,경상북도 성주군,0.02868
문화예술,문화예술서비스,경상북도 칠곡군,0.77014
문화예술,문화예술서비스,경상북도 예천군,0.2406
문화예술,문화예술서비스,경상북도 봉화군,0.00623
문화예술,문화예술서비스,경상북도 울진군,0.14055
문화예술,문화예술서비스,경상북도 울릉군,0.17714
문화예술,문화예술서비스,경상남도 창원시,5.14066
문화예술,문화예술서비스,경상남도 진주시,2.35424
문화예술,문화예술서비스,경상남도 통영시,0.81951
문화예술,문화예술서비스,경상남도 사천시,0.48493
문화예술,문화예술서비스,경상남도 김해시,3.35546
문화예술,문화예술서비스,경상남도 밀양시,0.39153
문화예술,문화예술서비스,경상남도 거제시,2.17785
문화예술,문화예술서비스,경상남도 양산시,1.88835
문화예술,문화예술서비스,경상남도 의령군,0.07078
문화예술,문화예술서비스,경상남도 함안군,0.11892
문화예술,문화예술서비스,경상남도 창녕군,0.22242
문화예술,문화예술서비스,경상남도 고성군,0.28066
문화예술,문화예술서비스,경상남도 남해군,0.37483
문화예술,문화예술서비스,경상남도 하동군,0.25363
문화예술,문화예술서비스,경상남도 산청군,0.12561
문화예술,문화예술서비스,경상남도 함양군,0.10015
문화예술,문화예술서비스,경상남도 거창군,0.22991
문화예술,문화예술서비스,경상남도 합천군,0.04036
문화예술,문화예술서비스,제주특별자치도 제주시,2.44281
문화예술,문화예술서비스,제주특별자치도 서귀포시,0.97191
체육,생활스포츠시설,서울특별시 종로구,66.04143
체육,생활스포츠시설,서울특별시 중구,100
체육,생활스포츠시설,서울특별시 용산구,65.15138
체육,생활스포츠시설,서울특별시 성동구,37.68515
체육,생활스포츠시설,서울특별시 광진구,64.90293
체육,생활스포츠시설,서울특별시 동대문구,88.8725
체육,생활스포츠시설,서울특별시 중랑구,100
체육,생활스포츠시설,서울특별시 성북구,83.59112
체육,생활스포츠시설,서울특별시 강북구,26.79264
체육,생활스포츠시설,서울특별시 도봉구,83.56523
체육,생활스포츠시설,서울특별시 노원구,57.89919
체육,생활스포츠시설,서울특별시 은평구,31.88836
체육,생활스포츠시설,서울특별시 서대문구,35.80668
체육,생활스포츠시설,서울특별시 마포구,26.5145
체육,생활스포츠시설,서울특별시 양천구,99.68718
체육,생활스포츠시설,서울특별시 강서구,34.36441
체육,생활스포츠시설,서울특별시 구로구,100
체육,생활스포츠시설,서울특별시 금천구,36.49928
체육,생활스포츠시설,서울특별시 영등포구,58.50424
체육,생활스포츠시설,서울특별시 동작구,86.946
체육,생활스포츠시설,서울특별시 관악구,64.2622
체육,생활스포츠시설,서울특별시 서초구,97.89401
체육,생활스포츠시설,서울특별시 강남구,40.08324
체육,생활스포츠시설,서울특별시 송파구,56.1124
체육,생활스포츠시설,서울특별시 강동구,12.89433
체육,생활스포츠시설,부산광역시 중구,35.44208
체육,생활스포츠시설,부산광역시 서구,16.17537
체육,생활스포츠시설,부산광역시 동구,0
체육,생활스포츠시설,부산광역시 영도구,5.63753
체육,생활스포츠시설,부산광역시 부산진구,5.33658
체육,생활스포츠시설,부산광역시 동래구,100
체육,생활스포츠시설,부산광역시 남구,7.44898
체육,생활스포츠시설,부산광역시 북구,12.04425
체육,생활스포츠시설,부산광역시 해운대구,2.87509
체육,생활스포츠시설,부산광역시 사하구,5.55256
체육,생활스포츠시설,부산광역시 금정구,9.71577
체육,생활스포츠시설,부산광역시 강서구,1.15557
체육,생활스포츠시설,부산광역시 연제구,65.45006
체육,생활스포츠시설,부산광역시 수영구,0
체육,생활스포츠시설,부산광역시 사상구,8.76955
체육,생활스포츠시설,부산광역시 기장군,0.71455
체육,생활스포츠시설,대구광역시 중구,0
체육,생활스포츠시설,대구광역시 동구,0
체육,생활스포츠시설,대구광역시 서구,18.28213
체육,생활스포츠시설,대구광역시 남구,9.08231
체육,생활스포츠시설,대구광역시 북구,10.10673
체육,생활스포츠시설,대구광역시 수성구,12.41132
체육,생활스포츠시설,대구광역시 달서구,30.46888
체육,생활스포츠시설,대구광역시 달성군,1.48354
체육,생활스포츠시설,인천광역시 중구,2.24145
체육,생활스포츠시설,인천광역시 동구,20.84252
체육,생활스포츠시설,인천광역시 미추홀구,12.74681
체육,생활스포츠시설,인천광역시 연수구,2.15986
체육,생활스포츠시설,인천광역시 남동구,16.14128
체육,생활스포츠시설,인천광역시 부평구,0
체육,생활스포츠시설,인천광역시 계양구,27.80564
체육,생활스포츠시설,인천광역시 서구,3.61174
체육,생활스포츠시설,인천광역시 강화군,0.77108
체육,생활스포츠시설,인천광역시 옹진군,3.7032
체육,생활스포츠시설,광주광역시 동구,6.4208
체육,생활스포츠시설,광주광역시 서구,13.26057
체육,생활스포츠시설,광주광역시 남구,0
체육,생활스포츠시설,광주광역시 북구,9.21443
체육,생활스포츠시설,광주광역시 광산구,1.42128
체육,생활스포츠시설,대전광역시 동구,1.1664
체육,생활스포츠시설,대전광역시 중구,12.93244
체육,생활스포츠시설,대전광역시 서구,16.50046
체육,생활스포츠시설,대전광역시 유성구,5.34251
체육,생활스포츠시설,대전광역시 대덕구,11.47063
체육,생활스포츠시설,울산광역시 중구,8.54301
체육,생활스포츠시설,울산광역시 남구,8.70642
체육,생활스포츠시설,울산광역시 동구,13.0655
체육,생활스포츠시설,울산광역시 북구,8.00244
체육,생활스포츠시설,울산광역시 울주군,1.31405
체육,생활스포츠시설,세종특별자치시 세종특별자치시,1.70062
체육,생활스포츠시설,경기도 수원시,3.38669
체육,생활스포츠시설,경기도 성남시,21.39319
체육,생활스포츠시설,경기도 의정부시,30.91025
체육,생활스포츠시설,경기도 안양시,45.22607
체육,생활스포츠시설,경기도 부천시,5.87738
체육,생활스포츠시설,경기도 광명시,14.26627
체육,생활스포츠시설,경기도 평택시,52.10635
체육,생활스포츠시설,경기도 동두천시,1.1448
체육,생활스포츠시설,경기도 안산시,7.94176
체육,생활스포츠시설,경기도 고양시,82.73213
체육,생활스포츠시설,경기도 과천시,14.8099
체육,생활스포츠시설,경기도 구리시,15.62852
체육,생활스포츠시설,경기도 남양주시,52.27735
체육,생활스포츠시설,경기도 오산시,11.72231
체육,생활스포츠시설,경기도 시흥시,40.23164
체육,생활스포츠시설,경기도 군포시,2.86057
체육,생활스포츠시설,경기도 의왕시,48.7298
체육,생활스포츠시설,경기도 하남시,8.67517
체육,생활스포츠시설,경기도 용인시,4.3325
체육,생활스포츠시설,경기도 파주시,0.26052
체육,생활스포츠시설,경기도 이천시,5.00984
체육,생활스포츠시설,경기도 안성시,44.43282
체육,생활스포츠시설,경기도 김포시,3.20426
체육,생활스포츠시설,경기도 화성시,79.1716
체육,생활스포츠시설,경기도 광주시,29.10313
체육,생활스포츠시설,경기도 양주시,6.17081
체육,생활스포츠시설,경기도 포천시,7.68078
체육,생활스포츠시설,경기도 여주시,4.12762
체육,생활스포츠시설,경기도 연천군,0.95783
체육,생활스포츠시설,경기도 가평군,15.31373
체육,생활스포츠시설,경기도 양평군,4.6362
체육,생활스포츠시설,강원도 춘천시,1.84353
체육,생활스포츠시설,강원도 원주시,2.18928
체육,생활스포츠시설,강원도 강릉시,1.81474
체육,생활스포츠시설,강원도 동해시,0.79891
체육,생활스포츠시설,강원도 태백시,1.56503
체육,생활스포츠시설,강원도 속초시,8.57444
체육,생활스포츠시설,강원도 삼척시,0.92993
체육,생활스포츠시설,강원도 홍천군,0.34798
체육,생활스포츠시설,강원도 횡성군,1.90426
체육,생활스포츠시설,강원도 영월군,1.9656
체육,생활스포츠시설,강원도 평창군,1.08153
체육,생활스포츠시설,강원도 정선군,0.90859
체육,생활스포츠시설,강원도 철원군,0.178
체육,생활스포츠시설,강원도 화천군,0.87087
체육,생활스포츠시설,강원도 양구군,1.43531
체육,생활스포츠시설,강원도 인제군,0.76935
체육,생활스포츠시설,강원도 고성군,0.71802
체육,생활스포츠시설,강원도 양양군,2.25964
체육,생활스포츠시설,충청북도 청주시,2.63259
체육,생활스포츠시설,충청북도 충주시,1.62161
체육,생활스포츠시설,충청북도 제천시,2.43785
체육,생활스포츠시설,충청북도 보은군,1.68626
체육,생활스포츠시설,충청북도 옥천군,2.65285
체육,생활스포츠시설,충청북도 영동군,2.44226
체육,생활스포츠시설,충청북도 증평군,0.53787
체육,생활스포츠시설,충청북도 진천군,7.73873
체육,생활스포츠시설,충청북도 괴산군,2.71828
체육,생활스포츠시설,충청북도 음성군,1.17838
체육,생활스포츠시설,충청북도 단양군,1.60952
체육,생활스포츠시설,충청남도 천안시,5.72463
체육,생활스포츠시설,충청남도 공주시,3.48038
체육,생활스포츠시설,충청남도 보령시,1.3159
체육,생활스포츠시설,충청남도 아산시,6.12956
체육,생활스포츠시설,충청남도 서산시,2.16739
체육,생활스포츠시설,충청남도 논산시,1.42669
체육,생활스포츠시설,충청남도 계룡시,13.03978
체육,생활스포츠시설,충청남도 당진시,2.00878
체육,생활스포츠시설,충청남도 금산군,2.74718
체육,생활스포츠시설,충청남도 부여군,4.56322
체육,생활스포츠시설,충청남도 서천군,1.72723
체육,생활스포츠시설,충청남도 청양군,3.96098
체육,생활스포츠시설,충청남도 홍성군,2.14084
체육,생활스포츠시설,충청남도 예산군,2.6276
체육,생활스포츠시설,충청남도 태안군,1.50526
체육,생활스포츠시설,전라북도 전주시,6.9209
체육,생활스포츠시설,전라북도 군산시,1.38691
체육,생활스포츠시설,전라북도 익산시,3.43541
체육,생활스포츠시설,전라북도 정읍시,4.79882
체육,생활스포츠시설,전라북도 남원시,1.47212
체육,생활스포츠시설,전라북도 김제시,1.16192
체육,생활스포츠시설,전라북도 완주군,1.15656
체육,생활스포츠시설,전라북도 진안군,2.20703
체육,생활스포츠시설,전라북도 무주군,0.25063
체육,생활스포츠시설,전라북도 장수군,1.78003
체육,생활스포츠시설,전라북도 임실군,2.38711
체육,생활스포츠시설,전라북도 순창군,4.15195
체육,생활스포츠시설,전라북도 고창군,5.4701
체육,생활스포츠시설,전라북도 부안군,2.56533
체육,생활스포츠시설,전라남도 목포시,18.29613
체육,생활스포츠시설,전라남도 여수시,1.54359
체육,생활스포츠시설,전라남도 순천시,0.67652
체육,생활스포츠시설,전라남도 나주시,2.08127
체육,생활스포츠시설,전라남도 광양시,1.9088
체육,생활스포츠시설,전라남도 담양군,4.1754
체육,생활스포츠시설,전라남도 곡성군,0.86604
체육,생활스포츠시설,전라남도 구례군,4.28719
체육,생활스포츠시설,전라남도 고흥군,0.91535
체육,생활스포츠시설,전라남도 보성군,0.63848
체육,생활스포츠시설,전라남도 화순군,1.00604
체육,생활스포츠시설,전라남도 장흥군,1.21113
체육,생활스포츠시설,전라남도 강진군,3.09202
체육,생활스포츠시설,전라남도 해남군,1.81749
체육,생활스포츠시설,전라남도 영암군,1.2549
체육,생활스포츠시설,전라남도 무안군,2.6106
체육,생활스포츠시설,전라남도 함평군,1.11472
체육,생활스포츠시설,전라남도 영광군,5.4234
체육,생활스포츠시설,전라남도 장성군,3.05291
체육,생활스포츠시설,전라남도 완도군,1.02628
체육,생활스포츠시설,전라남도 진도군,0.4776
체육,생활스포츠시설,전라남도 신안군,0.70649
체육,생활스포츠시설,경상북도 포항시,1.42176
체육,생활스포츠시설,경상북도 경주시,0.95596
체육,생활스포츠시설,경상북도 김천시,0.31378
체육,생활스포츠시설,경상북도 안동시,0.5204
체육,생활스포츠시설,경상북도 구미시,3.34358
체육,생활스포츠시설,경상북도 영주시,0.71008
체육,생활스포츠시설,경상북도 영천시,1.37676
체육,생활스포츠시설,경상북도 상주시,0.75698
체육,생활스포츠시설,경상북도 문경시,1.21505
체육,생활스포츠시설,경상북도 경산시,0.76897
체육,생활스포츠시설,경상북도 군위군,0.25779
체육,생활스포츠시설,경상북도 의성군,0.2693
체육,생활스포츠시설,경상북도 청송군,1.12142
체육,생활스포츠시설,경상북도 영양군,1.16539
체육,생활스포츠시설,경상북도 영덕군,1.06704
체육,생활스포츠시설,경상북도 청도군,0.90918
체육,생활스포츠시설,경상북도 고령군,0
체육,생활스포츠시설,경상북도 성주군,2.82638
체육,생활스포츠시설,경상북도 칠곡군,1.05318
체육,생활스포츠시설,경상북도 예천군,0.71885
체육,생활스포츠시설,경상북도 봉화군,0.52727
체육,생활스포츠시설,경상북도 울진군,0.80022
체육,생활스포츠시설,경상북도 울릉군,4.33654
체육,생활스포츠시설,경상남도 창원시,6.53187
체육,생활스포츠시설,경상남도 진주시,2.44304
체육,생활스포츠시설,경상남도 통영시,1.1192
체육,생활스포츠시설,경상남도 사천시,5.59816
체육,생활스포츠시설,경상남도 김해시,5.80884
체육,생활스포츠시설,경상남도 밀양시,0.99072
체육,생활스포츠시설,경상남도 거제시,3.82244
체육,생활스포츠시설,경상남도 양산시,2.94058
체육,생활스포츠시설,경상남도 의령군,3.60425
체육,생활스포츠시설,경상남도 함안군,3.41886
체육,생활스포츠시설,경상남도 창녕군,2.37582
체육,생활스포츠시설,경상남도 고성군,2.84731
체육,생활스포츠시설,경상남도 남해군,2.73202
체육,생활스포츠시설,경상남도 하동군,2.32359
체육,생활스포츠시설,경상남도 산청군,1.99244
체육,생활스포츠시설,경상남도 함양군,1.96544
체육,생활스포츠시설,경상남도 거창군,0.59063
체육,생활스포츠시설,경상남도 합천군,1.1269
체육,생활스포츠시설,제주특별자치도 제주시,5.02392
체육,생활스포츠시설,제주특별자치도 서귀포시,4.17613
체육,전문스포츠시설,서울특별시 종로구,0
체육,전문스포츠시설,서울특별시 중구,0
체육,전문스포츠시설,서울특별시 용산구,37.11153
체육,전문스포츠시설,서울특별시 성동구,0
체육,전문스포츠시설,서울특별시 광진구,23.76643
체육,전문스포츠시설,서울특별시 동대문구,0
체육,전문스포츠시설,서울특별시 중랑구,21.89861
체육,전문스포츠시설,서울특별시 성북구,49.44652
체육,전문스포츠시설,서울특별시 강북구,34.33866
체육,전문스포츠시설,서울특별시 도봉구,58.4187
체육,전문스포츠시설,서울특별시 노원구,68.49803
체육,전문스포츠시설,서울특별시 은평구,13.62319
체육,전문스포츠시설,서울특별시 서대문구,0
체육,전문스포츠시설,서울특별시 마포구,67.96435
체육,전문스포츠시설,서울특별시 양천구,100
체육,전문스포츠시설,서울특별시 강서구,39.1493
체육,전문스포츠시설,서울특별시 구로구,60.46007
체육,전문스포츠시설,서울특별시 금천구,0
체육,전문스포츠시설,서울특별시 영등포구,99.97555
체육,전문스포츠시설,서울특별시 동작구,0
체육,전문스포츠시설,서울특별시 관악구,27.45377
체육,전문스포츠시설,서울특별시 서초구,34.61113
체육,전문스포츠시설,서울특별시 강남구,10.2745
체육,전문스포츠시설,서울특별시 송파구,59.93014
체육,전문스포츠시설,서울특별시 강동구,16.52595
체육,전문스포츠시설,부산광역시 중구,90.84833
체육,전문스포츠시설,부산광역시 서구,0
체육,전문스포츠시설,부산광역시 동구,0
체육,전문스포츠시설,부산광역시 영도구,7.22531
체육,전문스포츠시설,부산광역시 부산진구,0
체육,전문스포츠시설,부산광역시 동래구,100
체육,전문스포츠시설,부산광역시 남구,38.18779
체육,전문스포츠시설,부산광역시 북구,10.29097
체육,전문스포츠시설,부산광역시 해운대구,7.36968
체육,전문스포츠시설,부산광역시 사하구,0
체육,전문스포츠시설,부산광역시 금정구,6.22608
체육,전문스포츠시설,부산광역시 강서구,2.96205
체육,전문스포츠시설,부산광역시 연제구,67.10699
체육,전문스포츠시설,부산광역시 수영구,57.62092
체육,전문스포츠시설,부산광역시 사상구,11.23945
체육,전문스포츠시설,부산광역시 기장군,3.66318
체육,전문스포츠시설,대구광역시 중구,0
체육,전문스포츠시설,대구광역시 동구,4.45582
체육,전문스포츠시설,대구광역시 서구,0
체육,전문스포츠시설,대구광역시 남구,23.28059
체육,전문스포츠시설,대구광역시 북구,30.22422
체육,전문스포츠시설,대구광역시 수성구,26.51152
