"통계분류(1)",통계분류(2),2014,2014,2014,2014,2014,2014,2014,2014
"통계분류(1)",통계분류(2),취미오락활동,휴식활동,스포츠참여활동,사회및 기타활동,문화예술관람활동,관광활동,스포츠관람활동,문화예술참여활동
"전체",소계,26.9,24.3,15.8,14.5,7.6,7,2,1.9
"성별",남성,32.2,20.3,19.1,11.6,6.2,6.3,3.3,1.2
"성별",여성,21.8,28.3,12.6,17.4,8.9,7.8,0.7,2.5
"연령",15~19세,37.3,16.7,11.8,12.5,14,2.3,2.9,2.4
"연령",20대,31.9,12.6,16.1,16.1,13.7,5.7,2,1.8
"연령",30대,27.9,19,20.3,9.7,9.7,9.1,3.2,1.1
"연령",40대,26.3,24.7,18.4,12,6.5,8.4,2.2,1.5
"연령",50대,26.8,26.9,15.9,14.9,4.5,7.4,1.6,1.9
"연령",60대,21.5,38.7,10.7,17.7,1.3,7,0.5,2.5
"연령",70대이상,13.6,43.1,8.7,25.1,0.5,5.7,0.4,2.9
"학력",초졸 이하,19.2,38,6.6,21.7,3.4,6.8,1.1,3
"학력",중졸,26.7,30.6,10.3,18.2,6.6,3.9,1.4,2.4
"학력",고졸,27.7,25.6,14.9,14.3,7.4,6.7,1.9,1.6
"학력",대졸이상,28.2,17.6,20.8,11.8,9.2,8.4,2.4,1.7
"동거가구원수",1인,22,28,13.1,19,7.2,7.3,2.1,1.5
"동거가구원수",2인,24.1,32.1,12.3,18.4,3.6,6.6,0.5,2.4
"동거가구원수",4인,28.1,22.5,17,12.2,9.3,6.9,2.3,1.7
"동거가구원수",3인,29.7,20.9,17.5,13.4,7,7.5,2.2,1.7
"동거가구원수",5인 이상,24.2,21.6,15.3,17.2,9,7.4,2.7,2.4
"혼인상태별",미혼,34.4,13.7,15.2,14.3,12.8,4.7,2.8,2.1
"혼인상태별",기혼,24.6,27.7,16.8,13.6,5.7,8,1.7,1.7
"혼인상태별",사별/이혼/기타,17.3,37.6,8.9,23.2,2.3,7.6,0.7,2.4
"가구주여부",가구주,28.2,25.1,17.5,13.1,4.7,7.5,2.8,1.1
"가구주여부",가구주 아님,26,23.8,14.6,15.5,9.6,6.7,1.4,2.4
"종사자지위",임금.봉급 근로자,30,20.7,17.1,13.2,7.8,7.5,2.6,1.1
"종사자지위",고용원을 둔 사업자,27.7,15.8,28.2,7.8,7,7.2,2.8,3.4
"종사자지위",고용원이 없는 자영자,27.5,28.9,15.1,13.1,4,8.4,1.9,1.2
"종사자지위",무급가족종사자,18.2,36.5,8.2,19,3.9,12.3,0.3,1.6
"종사자지위",해당없음(무직),24.1,26.5,14.2,16.5,8.7,5.9,1.4,2.7
"가구소득",100만원 미만,15.6,42.1,5.8,21.6,3.6,8.5,0.7,2
"가구소득",100~200만원,22.7,35.4,9.7,18.8,4.2,5.7,1.2,2.4
"가구소득",200~300만원,30.5,24.9,13,13.2,6.4,8,2.5,1.5
"가구소득",300~400만원,28.1,23.9,16,12.7,8.3,7.3,2.4,1.3
"가구소득",400~500만원,29.5,20.3,18.1,13.9,7.7,6.3,2.5,1.7
"가구소득",500~600만원,27.4,18.6,19.8,13.1,10.4,6.8,1.8,2.2
"가구소득",600만원 이상,25,17.4,22.7,14.7,9.5,6.7,0.9,3.2
"가구소득",무응답,-,14.9,12.8,72.3,-,-,-,-
"지역규모",대도시,27.3,24.7,16.7,13.4,8.4,5.7,1.9,1.8
"지역규모",중소도시,27.5,22.1,16.9,14.4,7.5,7.6,2.2,1.7
"지역규모",읍면지역,24.8,27.9,11.3,17.5,5.5,9.1,1.8,2.2
"권역",수도권,27.1,22.8,18.6,14.4,8.3,5,1.9,1.9
"권역",강원/제주권,22.1,18.1,15,13.5,14.8,10.9,2.6,3.1
"권역",충청/세종권,28.5,23.3,15.5,13.4,9.9,5.2,2.5,1.7
"권역",호남권,24.3,28.5,11.6,18.1,5.2,9.7,1.1,1.5
"권역",대경권,27.2,14.4,16.4,15.1,6.1,16.5,1.9,2.4
"권역",동남권,28.1,35.2,9.9,13.1,4.4,5.5,2.3,1.4
"17개 시도",서울,25.7,23.7,19.1,13.9,9.3,4,2,2.3
"17개 시도",부산,28.4,37.8,8.6,11.1,4.9,4.7,3,1.5
"17개 시도",대구,31.3,15.7,13.3,16,9.4,13,0.9,0.5
"17개 시도",인천,26,20.3,22.9,14.8,6.8,5.7,1.8,1.6
"17개 시도",광주,26.2,22.3,14.3,15.1,8.6,9.7,1,2.8
"17개 시도",대전,29.9,19.6,16.2,12.3,13.4,5.8,1.6,1.3
"17개 시도",울산,34,30.3,17.4,6.3,6,3.8,0.6,1.5
"17개 시도",세종,34.2,22.2,20,10.7,3.8,7.8,-,1.3
"17개 시도",경기,28.7,22.6,17.1,14.7,7.8,5.7,1.9,1.6
"17개 시도",강원,23.7,16.2,14.8,13.9,14.1,11.4,2.5,3.4
"17개 시도",충북,22.7,25.6,16.7,16.3,9.7,4.5,3.1,1.4
"17개 시도",충남,31.6,24.6,13.7,12.2,7.8,5,2.9,2.3
"17개 시도",전북,23.7,28.7,10.4,18.6,3.9,12.1,1.7,0.9
"17개 시도",전남,23.2,33.4,10.7,20.1,3.8,7.2,0.6,1.1
"17개 시도",경북,23.4,13.2,19.4,14.2,3,19.8,2.8,4.2
"17개 시도",경남,25.8,33.9,8.8,17.8,3.3,7,2.1,1.4
"17개 시도",제주,17.4,23.7,15.3,12.2,16.9,9.4,2.9,2.2
