"통계분류(1)",통계분류(2),2016,2016,2016,2016,2016,2016,2016,2016,2016,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022
"통계분류(1)",통계분류(2),표본수,영화관람,전시회관람,연예공연 관람,박물관 관람,음악연주회 관람,전통예술공연 관람,연극공연 관람,무용공연 관람,표본수,영화관람,전시회관람,연예공연 관람,음악연주회 관람,전통예술공연 관람,연극공연 관람,표본수,영화관람,전시회관람,연예공연 관람,박물관 관람,음악연주회 관람,전통예술공연 관람,연극공연 관람,표본수,영화관람,전시회관람,연예공연 관람,박물관 관람,음악연주회 관람,전통예술공연 관람,연극공연 관람,표본수,영화관람,전시회관람,연예공연 관람,박물관 관람,음악연주회 관람,전통예술공연 관람,연극공연 관람,표본수,영화관람,전시회관람,연예공연 관람,박물관 관람,음악연주회 관람
"전체",소계,4621,3.4,0.1,0,0,0.1,0.1,0.3,0,5013,4.6,0.1,0,0.1,0,1,4811,6.2,0.1,0.1,0,0.1,0,0,4401,1.5,0.2,0.1,0.2,0.1,0,0.1,3540,1.1,0.2,0,0,0,0,0.1,3926,1.9,0.2,0.1,0.1,-
"성별",남성,2385,2.7,0.1,0,0,0.1,0,0.2,0,2565,3.6,-,0,0.1,0,1,2473,5.5,0.1,0,0,0,0,0,2367,1.2,0.2,-,0.2,0.1,0,0.1,1952,1.3,0,-,-,-,-,-,1985,1.3,0.1,0.1,-,-
"성별",여성,2236,4.3,0.2,0,0,0,0.1,0.3,0,2448,5.6,0.2,-,0.1,-,1,2338,6.9,0.2,0.1,-,0.1,-,0.1,2034,1.8,0.2,0.1,0.2,0.1,-,0.1,1588,0.8,0.5,0.1,0.1,0.1,0,0.3,1941,2.5,0.3,0.1,0.2,0.1
"연령별",15~19세,365,8.2,0,0,0,0,0,0.1,0,297,11.2,0.7,0.2,-,-,1.5,266,12.8,0.1,0.3,-,-,-,-,297,2.3,-,-,0.3,-,-,-,210,4,0.9,-,-,-,-,-,160,3.3,-,-,-,-
"연령별",20대,722,9.4,0.5,0,0,0.1,0,0.2,0,680,8.7,-,-,0.2,-,1.8,710,11,0.1,0.2,-,-,-,-,751,2.7,0.1,0.2,0.1,0.2,-,0.2,657,1.4,0.7,-,0.1,-,-,0.3,576,2.4,0.3,-,-,-
"연령별",30대,790,3,0,0,0.1,0,0,0.8,0,778,5.4,0.2,-,0.4,0.1,2,785,12.3,-,0.1,-,0.1,-,-,767,1.7,0.4,0.1,-,0.2,-,0.3,582,1.3,0.2,0.2,-,0.2,-,0.2,606,2.5,0.4,0.4,0.5,-
"연령별",40대,971,2.4,0,0.1,0.1,0.1,0.1,0.2,0,1068,4.8,-,-,-,-,0.6,955,5,0.3,-,-,0,0,-,882,1.2,0.1,-,0.4,-,-,0.1,643,1.1,-,-,-,-,-,-,683,2.5,-,-,-,0.2
"연령별",50대,899,0.9,0,0,0,0,0.1,0.1,0,1020,1.7,0.2,-,-,-,1,936,1.4,0.1,-,-,-,0,0.1,840,1.1,0.4,-,0.2,0.1,-,-,713,0.6,-,-,-,-,-,-,769,1.7,0.3,-,-,-
"연령별",60대,518,0.6,0.6,0,0,0,0,0,0,687,2.5,-,-,-,-,-,643,2.6,-,-,-,-,-,0.1,538,0.7,-,-,-,-,0.1,-,454,-,-,-,-,-,-,0.2,687,0.7,0.3,0.2,-,0.1
"연령별",70세이상,356,0,0,0,0,0.4,0.3,0,0,483,1.4,-,-,-,0.1,-,516,2.3,0.1,-,0.2,0.2,0.1,0.1,326,0.2,-,-,-,-,-,-,281,0.8,0.3,-,-,-,0.3,0.6,445,1.1,-,0.1,-,-
"학력별",초졸 이하,346,1.3,0,0,0,0,0,0,0,294,-,-,-,-,-,-,437,2.1,0.1,-,-,-,0.1,0.2,318,0.5,-,-,-,-,0.1,-,234,1.3,-,-,-,-,0.4,0.4,297,0.7,-,-,-,-
"학력별",중졸,538,2.6,0,0,0,0.3,0,0.1,0,603,5,0.2,0.1,-,0.1,0.4,502,5.4,-,0.1,-,-,-,-,411,1.2,-,-,0.2,-,-,-,325,2.3,0.9,-,-,-,-,-,382,1.5,-,-,-,-
"학력별",고졸,1834,3.9,0.2,0,0,0.1,0.1,0.1,0,2125,3.8,0.1,-,0,-,0.3,1921,5.9,0,0,0.1,-,-,0,1695,1.5,0.1,0.1,0.2,0.1,-,0,1308,1,0.2,-,0.1,-,-,0.2,1479,1.7,-,0.1,-,-
"학력별",대졸이상,1903,3.5,0.1,0,0.1,0,0,0.5,0,1991,5.7,0.1,-,0.2,0,2,1951,7.4,0.2,0.1,-,0.1,0,0,1977,1.6,0.3,0,0.2,0.1,-,0.2,1673,0.9,0.2,0.1,-,0.1,-,0.1,1768,2.3,0.5,0.1,0.2,0.1
"동거가구원수별",1인,385,2.3,0.1,0.2,0,0,0.6,0,0,1040,3.9,0.2,-,0.2,0.1,2.3,814,7.2,0,0.1,-,0.3,-,0.2,732,1.4,0.2,-,-,-,0.1,-,645,0.9,0.2,-,-,-,0.2,0.5,666,0.5,0.7,-,-,0.1
"동거가구원수별",2인,918,1.9,0.2,0.1,0.1,0.2,0,0.1,0,947,1.6,0.1,-,0.3,0.1,0.4,1287,4.4,0.1,0.1,0.1,-,0.1,0.1,1047,1,0.1,-,0.1,0.1,-,0.1,882,0.8,-,-,-,0.1,-,0.1,1153,1.4,-,-,-,0.1
"동거가구원수별",3인이상,3318,3.7,0.1,0,0,0,0,0.3,0,3026,5.3,0.1,0,0,-,1,2710,6.7,0.1,0.1,-,0,0,0,2622,1.6,0.2,0.1,0.2,0.1,-,0.1,2013,1.2,0.3,0.1,0,-,-,0.1,2107,2.2,0.3,0.1,0.1,-
"혼인상태별",미혼,1328,8.1,0.2,0.1,0,0.1,0,0.2,0,1395,8.7,0.2,0,0.1,0.1,1.9,1366,11.4,0.1,0.2,-,-,-,-,1478,2.5,0.2,0.1,0.1,0.1,-,0.1,1201,2.1,0.5,0.1,0.1,-,-,0.1,1084,2.4,0.4,0.1,0.3,-
"혼인상태별",기혼,3015,1.6,0.1,0,0,0.1,0.1,0.3,0,2982,3.2,0.1,-,0.1,0,0.8,2918,4.4,0.1,-,0,0,0,0,2491,0.9,0.2,0,0.2,0.1,-,0.1,1997,0.6,0.1,-,-,0,-,0,2445,1.8,0.2,0.1,-,-
