"통계분류(1)",통계분류(2),2016,2016,2016,2016,2016,2016,2016,2016,2016,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022,2022,2022
"통계분류(1)",통계분류(2),표본수,매우불만족한다,불만족한다,다소불만족한다,보통이다,다소만족한다,만족한다,매우만족한다,평균,표본수,매우불만족한다,불만족한다,다소불만족한다,보통이다,다소만족한다,만족한다,매우만족한다,평균,표본수,매우불만족한다,불만족한다,다소불만족한다,보통이다,다소만족한다,만족한다,매우만족한다,평균,표본수,매우불만족한다,불만족한다,다소불만족한다,보통이다,다소만족한다,만족한다,매우만족한다,평균,표본수,매우불만족한다,불만족한다,다소불만족한다,보통이다,다소만족한다,만족한다,매우만족한다,평균,표본수,매우불만족한다,불만족한다,다소불만족한다,보통이다,다소만족한다,만족한다,매우만족한다,평균
"전체",소계,10602,0,0.1,0.4,8.6,30.9,47.2,12.8,5.6,10498,0.1,0.2,0.5,11.2,33.6,40,14.5,5.56,10060,0,0,0.2,12.2,40.8,36.3,10.4,5.4,10088,0,0,0.2,8.8,33.6,40.8,16.5,5.6,10049,0,0.1,0.5,13,33.7,38.3,14.4,5.5,10046,-,0.1,0.5,14.3,39.6,35.7,9.8,5.4
"성별",남성,5179,0,0.1,0.4,8.7,30.8,46.9,13,5.6,5263,0.1,0.2,0.6,11.2,33.7,40.4,13.9,5.55,5028,0,0,0.2,13,40.1,36.6,10,5.4,5003,0,0.1,0.3,8.5,33.9,41.2,16.1,5.6,4972,0.1,0.1,0.4,12.7,32.9,38.7,15.1,5.5,4893,-,-,0.5,14.5,39.5,35.9,9.6,5.4
"성별",여성,5423,0,0.1,0.3,8.5,31,47.5,12.6,5.6,5235,0.1,0.2,0.4,11.2,33.4,39.6,15.1,5.57,5032,0,0,0.2,11.3,41.6,36.1,10.8,5.5,5085,-,0,0.2,9.1,33.3,40.5,16.8,5.6,5077,-,0,0.5,13.4,34.5,37.9,13.6,5.5,5153,-,0.1,0.6,14.2,39.7,35.5,9.9,5.4
"연령별",15~19세,827,0,0,0.4,6.1,30.7,46.7,16.1,5.7,696,-,0.2,0.4,8.4,29.4,44.5,17.1,5.69,661,-,0.1,-,7.5,35.3,42.8,14.3,5.6,619,-,-,0.2,5.1,26.7,46.2,21.9,5.8,588,-,-,-,5.7,31.6,43,19.6,5.8,487,-,-,0.5,10,42.7,35,11.7,5.5
"연령별",20대,1476,0.1,0.1,0.2,7.1,30.2,48,14.2,5.7,1458,0.1,0.1,0.2,9.6,31.7,42.1,16.2,5.64,1468,-,0,-,8.2,41.6,40.1,10.1,5.5,1536,-,0.1,0.2,4.4,32.3,44.1,18.8,5.8,1512,0,0,0.1,8.5,30.8,42.1,18.3,5.7,1371,-,-,0.1,9.4,42.4,36.8,11.2,5.5
"연령별",30대,1707,0,0.1,0.7,8.4,30.5,47.7,12.7,5.6,1560,0.1,0.1,0.6,12.5,34.8,38.5,13.4,5.51,1643,0.1,0,0.4,11.5,44.4,33.9,9.8,5.4,1644,-,-,0.1,8.4,33.9,39.7,17.9,5.7,1492,-,-,0.5,12.2,32.4,39.6,15.3,5.6,1433,0.1,-,0.8,12.2,35.7,41.1,10.1,5.5
"연령별",40대,1991,0.1,0.1,0.2,9.9,30.9,46.2,12.7,5.6,1998,0,0.3,0.9,10.6,33.9,41.9,12.4,5.53,1885,-,0,0.3,13.8,42.3,33.7,9.9,5.4,1888,-,0,0.4,10.2,32.9,40.9,15.5,5.6,1782,0.2,0.2,0.5,13.5,35.1,38.4,12.2,5.5,1717,-,-,0.4,16,43.1,31,9.5,5.3
"연령별",50대,1956,0,0.1,0.3,8.9,32.7,47.5,10.4,5.6,2007,0.2,0.3,0.3,11.4,34,40.4,13.4,5.54,1877,0.1,0.1,0.1,13.1,41.6,35,10.1,5.4,1858,-,0.1,0.3,9.8,35.8,39.8,14.2,5.6,1900,-,0.1,0.4,13.7,35.1,37,13.6,5.5,1831,-,0.1,0.9,16,36.9,37.3,8.9,5.4
