"통계분류(1)",통계분류(2),2022,2022,2022,2022,2022,2022,2022,2022,2022,2022
"통계분류(1)",통계분류(2),표본수,친구만남,잡담/통화 하기,가족 방문,사교 모임,종교활동,동호회 모임,사회봉사활동,기타 여가활동,클럽/나이트 가기
"전체",소계,10046,76.4,70.9,60,29.2,17.5,6.2,3.9,1.9,1.5
"성별",남성,4893,78.4,68.8,58.6,29.2,12.7,9,3.5,2,1.9
"성별",여성,5153,74.4,73,61.4,29.2,22.2,3.4,4.2,1.9,1.1
"연령별",15~19세,487,82.9,76.7,43.6,5.1,8.8,0.7,7.5,1.9,0.9
"연령별",20대,1371,88.7,75.2,49.5,14.6,8.3,4.6,3.9,1.6,5.5
"연령별",30대,1433,80.1,75.5,63,24.4,8.8,6.2,2.9,2.2,2
"연령별",40대,1717,76,72.8,66.5,33.3,15.7,7.4,2.9,1.4,0.7
"연령별",50대,1831,76.1,70.1,65.6,39.2,19.5,9.8,5.2,1.7,0.6
"연령별",60대,1707,71.1,67.1,62,41.4,26,7.4,4.5,1.9,0.6
"연령별",70세이상,1500,62.6,61.9,55.5,26,30.1,1.6,2.3,3.3,-
"학력별",초졸 이하,1146,61.8,66.8,58.1,22.6,25.9,1,3.5,3.9,0.3
"학력별",중졸,1136,71.8,70.4,57.9,27.5,20.9,1.8,4.6,1.8,0.2
"학력별",고졸,3790,77.3,71.3,59.4,30.3,17.5,5.5,3.6,2,1.9
"학력별",대졸이상,3974,79.6,71.6,61.5,30.1,14.9,9,4,1.5,1.7
"동거가구원수별",1인,1799,75.9,73.4,62.3,23.7,18.9,5.1,2.4,2.6,2
"동거가구원수별",2인,3059,72.1,68,63.5,35.5,23,6,4,2.6,0.8
"동거가구원수별",3인이상,5188,78.1,71.7,58.4,27.5,15.2,6.4,4,1.6,1.7
"혼인상태별",미혼,2704,86,74.6,48.2,14.8,8.2,4.4,3.9,1.8,4
"혼인상태별",기혼,6093,73.2,69.4,65,35.8,20.5,7.3,3.9,1.8,0.6
"혼인상태별",사별/이혼/기타,1249,67.4,70.4,60.3,25.4,25.9,2.5,3.2,4,0.3
"가구주여부별",가구주,5163,74.9,68,63.5,33.1,16.4,9.2,3.4,2,0.9
