"통계분류(1)",통계분류(2),2014,2014,2014,2014,2014,2014,2014,2014,2014,2014
"통계분류(1)",통계분류(2),근린공원,식당,아파트 내공터,영화관,산,커피숍,헬스클럽,대형마트,목욕탕,학교운동장
"전체",소계,9.2,7.9,6.7,6.4,5.6,5.5,4.4,4.1,4,3.7
"성별",남성,8.5,11.3,6,6,8,4.4,4.7,2.3,2.7,5.1
"성별",여성,9.8,4.5,7.4,6.8,3.2,6.7,4.2,5.8,5.4,2.3
"연령",15~19세,2.5,3.7,2.9,13.7,0,5.8,1.7,0.5,0.7,14.2
"연령",20대,4.2,7.7,2.2,15,1.5,17.4,5.1,1,1.2,6
"연령",30대,10.2,9.3,6.2,6.8,5,6.2,6.2,6.8,3.8,2.5
"연령",40대,8.9,10.2,7.1,3.8,7.7,3.2,5.5,5.9,5.6,2.2
"연령",50대,10.4,9.5,7.3,3.5,9.6,1.6,5,4.6,6.5,2.3
"연령",60대,14.2,6.1,10.6,0.6,8.9,0.5,2.1,4.3,5.2,1.2
"연령",70대이상,15,2.9,13.1,0.3,3.6,0.5,1,2.2,3.5,0.7
"학력",초졸 이하,9.9,3.4,13.7,3.4,1.6,0.8,0.3,2.1,3.1,4.4
"학력",중졸,10.8,4.8,7.6,5.4,3.5,1.9,1.6,2.9,4,7.3
"학력",고졸,9.3,9.1,6.3,6.6,6.4,6,4.3,4.3,4.8,3.3
"학력",대졸이상,8.3,8.6,5,7.3,6.3,7.4,6.5,4.7,3.5,2.8
"동거가구원수",1인,9.7,7.9,9.4,5.4,4.1,6,4,2,3.6,2.7
"동거가구원수",2인,12.1,6.7,9.8,2.7,7.7,2.6,3.6,4,4.9,2.5
"동거가구원수",4인,8.3,7.7,5.3,8.4,4.8,6.4,5,4.3,4.2,4.3
"동거가구원수",3인,8.3,9.5,5.8,5.8,5.9,6.5,4.1,4.9,3.7,3.6
"동거가구원수",5인 이상,8.9,6.9,7.4,6.1,5.7,4.5,3.9,3.2,2,4.4
"혼인상태별",미혼,4.1,7.9,2.8,13.8,2,12.8,4.5,1,1.2,7.9
"혼인상태별",기혼,11.3,8.1,7.9,3.6,7.4,2.6,4.7,5.6,5.2,2.1
"혼인상태별",사별/이혼/기타,11.1,5.7,12.1,0.7,4.1,1.7,1.5,3.5,5.1,0.6
"가구주여부",가구주,10,11.4,7.6,3.9,9.1,3.1,4.2,3.1,3.7,2.8
"가구주여부",가구주 아님,8.6,5.4,6.1,8.2,3.1,7.2,4.5,4.8,4.3,4.3
"종사자지위",임금.봉급 근로자,7.4,11.2,5.6,7.3,7.1,7.6,5.2,4.4,3.6,2.9
"종사자지위",고용원을 둔 사업자,6.4,12.4,3.7,4.1,12.4,0.5,2.6,2.4,7.2,1.7
"종사자지위",고용원이 없는 자영자,9.9,9.2,8.6,3.5,7.9,1.6,4.8,4.8,5,1.8
"종사자지위",무급가족종사자,6.3,4.7,8.9,0.3,4.1,0.2,2.3,5.9,9.3,0.5
"종사자지위",해당없음(무직),10.9,4,7.3,6.9,2.9,5.4,3.7,3.6,3.6,5.3
"가구소득",100만원 미만,11.7,4.6,15.2,3.1,2.8,2.1,0.4,1.7,2.8,1.8
"가구소득",100~200만원,13.9,5.6,8.1,4.3,7,2,1.5,4.2,5.4,1.5
"가구소득",200~300만원,9.4,9.2,6.9,4.2,6.3,4.7,3.5,4.5,4.5,5
"가구소득",300~400만원,7.5,8.9,6.6,5.4,5.6,6.9,4.5,5.2,4.1,4.1
"가구소득",400~500만원,8.7,8,6,8.2,5,6.3,5.6,3.8,3.9,3.9
"가구소득",500~600만원,9.6,7.4,4.3,9.8,6.4,6.1,4.9,4.1,3.7,3.9
"가구소득",600만원 이상,6.9,8.4,3.1,8.2,5.4,6.7,8.2,3.2,3.6,3.2
"가구소득",무응답,14.9,0,57.4,0,0,0,0,0,0,0
"지역규모",대도시,9.7,7.6,5.6,7.6,4.8,5.5,4.7,4.2,4.7,3.6
"지역규모",중소도시,9.9,8.5,6.3,5.9,6,6.1,5,4.4,3.5,4
"지역규모",읍면지역,6.4,7.3,10.3,4.2,6.6,4.3,2.6,3.3,3.4,3.2
"권역",수도권,10.4,7.5,3.9,7.5,5,6.9,5.1,3.7,3.7,3.4
"권역",강원/제주권,5.3,5.8,6.1,12.3,3.1,1.5,2.9,3.6,4.1,2.2
"권역",충청/세종권,7,5.2,6,8.6,8.2,5.1,3,3,1.8,4.2
"권역",호남권,6.8,8.8,16.2,2.7,7.3,3.5,3,1.9,2.6,2.9
"권역",대경권,11.3,8.6,9.7,4.2,5.1,4.7,5.8,4.6,4.9,6.7
"권역",동남권,7.8,10.2,7.8,3.9,5.4,4.5,3.5,7.2,6.8,3.2
"17개 시도",서울,10.3,6.2,3.4,9.3,4.2,5.8,4.9,3.9,3.9,3.4
"17개 시도",부산,9.2,9.9,6.8,5.4,5.3,4.2,3.5,7.2,8.4,1.9
"17개 시도",대구,10.3,9.7,9.8,5.2,4.3,6.2,5.1,4.8,7.3,5.2
"17개 시도",인천,7.6,8.7,4.5,7.3,5.3,7.1,5.4,4,2.6,2.5
"17개 시도",광주,10.1,7.6,12.8,5.4,5.1,4.4,3.4,1.8,4.3,4.9
"17개 시도",대전,8.8,5.2,6.6,10.4,7.7,5.1,4.6,1.5,1.6,4.5
"17개 시도",울산,7.2,9.8,6.2,3.1,7.1,3.3,5.1,4,4.2,6.9
"17개 시도",세종,7.7,2.5,4.6,1.3,10.5,9.4,1.3,1.8,5,3.6
"17개 시도",경기,11.2,8.4,4.2,5.8,5.6,7.9,5.2,3.5,3.9,3.5
"17개 시도",강원,2.2,6.2,7.1,12.1,2.9,1.6,2.7,2.8,4.3,2.3
"17개 시도",충북,5,4,4.2,10.3,8.4,4.4,2,2.8,2.4,4.7
"17개 시도",충남,7.1,6.3,7.1,6.4,8.1,5.3,2.8,4.3,1.2,3.6
"17개 시도",전북,5.2,10.2,20.7,2.3,10,2.8,2.9,2.8,2.4,2.5
"17개 시도",전남,5.7,8.5,14.4,0.9,6.4,3.4,2.9,1.1,1.4,1.7
"17개 시도",경북,12.1,7.6,9.5,3.3,5.9,3.3,6.6,4.4,2.6,8.1
"17개 시도",경남,6.4,10.7,9.4,2.5,5.1,5.3,2.9,8.5,5.7,3.4
"17개 시도",제주,14.4,4.4,3.2,12.7,3.4,1.4,3.6,5.7,3.3,2.1
